Feature	Importances
Zhongyuan Liu	0.0
Ziyi Zhang	2.7236841483041335e-18
Zoltán Mucsi	0.0
Zooey Deschanel	8.233813439044331e-08
Zsolt Nagy	0.0
Zuleikha Robinson	1.815651897032637e-21
Álex Angulo	1.8750664600320812e-19
Álvaro Guerrero	4.3140280881960215e-21
Action, Adventure, Animation, Family	0.00038255756265830916
Action, Adventure, Comedy	9.072114151331088e-06
Action, Adventure, Drama, History, Romance	1.3039604533080857e-06
Action, Adventure, Drama, History, War	0.0007775857404034212
Action, Adventure, Drama, Thriller	9.262281729287844e-05
Action, Adventure, Fantasy	0.008795910483826384
Action, Adventure, War	0.004945202717006978
Action, Comedy, Crime, Fantasy	0.00015557360417515047
Action, Comedy, Crime, Mystery	9.00750782745956e-07
Action, Crime	1.6068756217935696e-05
Action, Crime, Drama	0.001234136776095359
Action, Crime, Drama, Thriller	0.00010955725070934662
Action, Crime, Thriller	1.4788786099194148e-05
Action, Drama, Adventure	0.007191584238823434
Action, Drama, Mystery, Thriller	0.000975021152568971
Action, Drama, Romance	7.336815821222771e-07
Action, Drama, Thriller	3.3930691194884296e-05
Action, Drama, Thriller, Crime	0.0001310461993373292
Action, Drama, War	0.0018966491345582099
Action, Drama, Western	2.169881759550605e-05
Action, History, War	0.00013583471782094563
Action, Mystery, Science Fiction	0.00010609002645869336
Action, Science Fiction, Adventure	0.005226183863625156
Action, Thriller, Crime	0.0003422445227950241
Action, Thriller, Fantasy	0.00010757254530060909
Action, Thriller, Science Fiction, Mystery	0.0024686029091458843
Adventure	0.00010167808656870858
Adventure, Action, Thriller	0.007769494812492878
Adventure, Animation, Comedy, Drama	1.665222754829999e-06
Adventure, Animation, Comedy, Family	4.252563583813165e-06
Adventure, Animation, Comedy, Family, Fantasy	0.007856238510001582
Adventure, Animation, Family, Comedy	0.013611003941668566
Adventure, Comedy, Drama, Fantasy, Mystery	2.657961840414715e-06
Adventure, Drama	0.003452209454516402
Adventure, Drama, Action	0.012565428738377198
Adventure, Drama, Action, Romance	0.0012237019216486194
Adventure, Drama, Music, Romance	1.4243230865652886e-06
Adventure, Fantasy, Action	0.17841743675997535
Adventure, Fantasy, Drama	7.151651180878372e-05
Adventure, Fantasy, Family	0.19213461786047945
Adventure, Fantasy, Family, Mystery	0.03010303910641797
Animation, Comedy, Family	1.221214637558417e-05
Animation, Comedy, Family, Adventure	0.001970715221719478
Animation, Comedy, Family, Fantasy	1.2302667448246017e-05
Animation, Family	0.00013696487265770011
Animation, Family, Comedy	0.008883546152455178
Comedy, Crime, Drama	3.128566507761074e-07
Comedy, Crime, Thriller	9.43897210071786e-07
Comedy, Drama	3.5928014307169707e-06
Comedy, Drama, Fantasy, Romance	2.6825130652923296e-05
Comedy, Drama, Romance	0.0009185867527544343
Comedy, Romance	0.001488287635814373
Comedy, Romance, Drama	0.001607642172116711
Crime, Action, Comedy	0.00014746807091743335
Crime, Drama	0.00012695371293936037
Crime, Drama, Mystery	1.5284314424870853e-05
Crime, Drama, Mystery, Thriller	2.2013100884554695e-05
Crime, Drama, Thriller	0.00015166182520509662
Crime, Fantasy, Drama	0.00015170845671988654
Documentary	0.00022076934678914875
Documentary, Family	0.0003863901986435131
Drama	0.00014446073671892033
Drama, Action, Crime, Thriller	0.031777520529933996
Drama, Action, History	1.1060685384815392e-06
Drama, Action, History, Thriller	0.00010042599353260592
Drama, Action, Thriller, Science Fiction	2.40400664845407e-06
Drama, Action, Thriller, War	0.0022518926602802993
Drama, Action, War, History	0.0021156511123860363
Drama, Adventure, Action, History	0.0005449594295130582
Drama, Comedy	3.097524050536367e-06
Drama, Comedy, Crime	8.567060006362124e-07
Drama, Comedy, Music	0.0002461610090446565
Drama, Crime	9.196373116548218e-06
Drama, Crime, Music	3.175590080702383e-05
Drama, Crime, Thriller	3.58466849051898e-05
Drama, Family	4.26160600192283e-05
Drama, Fantasy	0.00020034577752948813
Drama, History	3.0198027723373718e-05
Drama, History, Crime	0.00028148265705648783
Drama, History, Crime, Thriller, Action	0.0001186675373931841
Drama, History, War	4.8657523415032465e-05
Drama, Music	1.1971898305014617e-05
Drama, Music, Romance	0.0021158348950871112
Drama, Romance	8.765834127148187e-06
Drama, Science Fiction	2.3916148583500693e-05
Drama, Thriller	2.0840572974891403e-05
Drama, Thriller, Action	0.00019095328641571498
Drama, Thriller, Adventure	1.5417546066321296e-05
Drama, Thriller, Crime	1.76448979816301e-05
Drama, Thriller, Crime, Mystery	3.209974963300838e-05
Drama, Thriller, Crime, Romance	9.150105214164775e-05
Drama, Thriller, Mystery, Action	1.1647010559882525e-05
Drama, Thriller, War	2.1991274358692162e-06
Drama, War	0.00015524275514858227
Fantasy, Adventure, Animation, Family	0.0018520737226161218
Fantasy, Animation, Adventure	0.0008490165282409461
Fantasy, Drama, Mystery	1.822823082144803e-06
Fantasy, Drama, Thriller, Mystery, Romance	0.0011222479238891358
Fantasy, Drama, Thriller, Romance	8.10748549486274e-05
Fantasy, Drama, War	0.00015509622806983038
Horror, Comedy	2.2795022455744506e-05
Horror, Mystery, Crime	0.0003382568633904477
Horror, Thriller, Science Fiction	0.00012404407802259687
Mystery, Thriller	3.3144420737621216e-05
Romance, Drama	1.6275185308510747e-05
Romance, Drama, Comedy	3.101794941595209e-06
Romance, Drama, History	2.0411145888936543e-05
Romance, Drama, History, War, Music	1.583410134166391e-06
Science Fiction, Action, Adventure, Thriller	1.3208773188576916e-06
Science Fiction, Adventure, Action	0.021291096014147328
Science Fiction, Drama, Romance	7.734790682046617e-05
Science Fiction, Thriller	0.0002507862895275256
Thriller, Crime	0.0001266928860546867
Thriller, Crime, Drama	0.0002374779427518596
Thriller, Crime, Drama, Mystery	0.0006979189672634725
Thriller, Drama	1.2786652122731069e-06
Thriller, Drama, Crime	2.4768714675174235e-05
Thriller, Drama, Mystery	1.833991344987427e-06
War	2.9957505969516923e-05
War, Comedy, Drama, History	3.797008303901324e-05
Western	1.4751085240456054e-05
1492 Pictures, Heyday films, Warner Bros.	2.3872708829790895e-05
1492 Pictures, Warner Bros., Heyday Films	0.00216157781059141
40 Acres & A Mule Filmworks, Touchstone Pictures	1.2103400591551875e-06
Aamir Khan Productions	1.6377700964438164e-06
Aardman Animations, DreamWorks Animation	0.0017359100660662794
Altavista Films, Zeta Film	1.6013486203998294e-05
American Zoetrope	0.0007586684961379786
Anonymous Content, This Is That Productions, Focus Features	9.831575200328984e-05
Arte, Canal+, Bayerischer Rundfunk (BR), Bavaria Film International, Centre National de la Cinématographie (CNC)	8.737424003579395e-06
Arte, Wiedemann & Berg Filmproduktion, Creado Film, Bayerischer Rundfunk (BR)	0.00031381065859546064
Artisan Entertainment	2.47452793874658e-06
Ashutosh Gowariker Productions	2.5899679211894052e-06
Asymmetrical Productions, Les Films Alain Sarde, Babbo Inc., The Picture Factory, Canal+	1.5655353161364543e-06
Avenue Pictures Productions, Panorama Films, HBO Films	0.00018903469326898595
BBC Films, Tiger Aspect Productions, StudioCanal, Arts Council of England, Working Title Films, WT2 Productions	0.00032707294996704614
BIM Distribuzione, Matador Pictures, Diaphana Films, Bórd Scannán na hÉireann, Element Films, UK Film Council, Pathé Distribution, Irish Film Board, Tornasol Films, Sixteen Films, Regent Capital, EMC Produktion, Cinéart, TV3 Television Network Ireland, Filmcoopi Zürich, Oil Flick Films No.2	5.05411841403019e-07
BR Petrobrás, HB Filmes	1.8012707573962925e-06
Bac Films, Canal+Polska, Heritage Films, Studio Babelsberg, Agencja Produkcji Filmowej, Beverly Detroit, FilmFernsehFonds Bayern, Filmboard Berlin-Brandenburg (FBB), Mainstream S.A., R.P. Productions, StudioCanal, Filmförderungsanstalt (FFA), Canal+, Interscope Communications, Telewizja Polska (TVP), Runteam	0.00017452821380198774
Bac Films, Pandora Filmproduktion, Procirep, Galatée Films, Eurimages, Canal+, Westdeutscher Rundfunk (WDR), Télévision Suisse-Romande (TSR), Wanda Visión S.A., Conseil Régional de Franche-Comté, Eyescreen S.r.l., France 2 Cinéma, Les Productions de la Guéville, Centre National de la Cinématographie (CNC)	0.0
Bazmark Films, Twentieth Century Fox Film Corporation	2.4187100039108576e-05
Bedford Falls Productions, Lonely Film Productions GmbH & Co. KG., Virtual Studios, Spring Creek Productions, Warner Bros., Initial Entertainment Group (IEG), Liberty Pictures	0.00015348664469362023
Beijing New Picture Film Co. Ltd., China Film Co-Production Corporation	0.0006116069063747985
Beverly Detroit, Propaganda Films, Clinica Estetico, Intermedia, Good Machine, Magnet Productions	2.671044863200141e-05
Bésame Mucho Pictures, Producciones Anhelo, The Criterion Collection	5.78869387510745e-05
CJ Entertainment	3.425476028478328e-06
CJ Entertainment, Studio Box	8.623244054161952e-07
Café Film, Bonfire	9.54609522509301e-07
Canal Plus, Sogecine, Himenóptero, Eurimages, Televisión Española (TVE), Union Générale Cinématographique (UGC), Televisión de Galicia (TVG) S.A., Ministerio de Cultura, Sogepaq, Eyescreen S.r.l., Filmanova	5.514428465038585e-05
Castle Rock Entertainment, Detour Film Production, Warner Independent Pictures (WIP)	1.8426089253426528e-05
CoBo Fund, Studio Babelsberg, Motel Films, Motion Investment Group, Egoli Tossell Film AG, Filmförderungsanstalt (FFA), Nederlands Fonds voor de Film, Medienboard Berlin-Brandenburg, uFilm, Le Tax Shelter du Gouvernement Fédéral de Belgique, Fu Works, Hector BV, Media Programme of the European Community, Euroimages Fund of the Council of Europe, VIP 4 Medienfonds, ContentFilm International, Clockwork Pictures	2.760122343427528e-06
Columbia Pictures	0.00017010635266330752
Columbia Pictures Corporation, Escape Artists, Relativity Media, Overbrook Entertainment	0.0037442969164036334
Columbia Pictures Corporation, Screen Gems, SKA Films	0.00015389267144620884
Columbia Pictures, Laura Ziskin Productions, Marvel Enterprises	0.007484458994747629
Columbia Pictures, The Zanuck Company, Jinks/Cohen Company, Tim Burton Productions	7.863702590827056e-05
Columbia Pictures, Vinyl Films, DreamWorks Pictures	6.3699038508008866e-06
Cruise/Wagner Productions, Warner Bros., Radar Pictures, Bedford Falls Company, The	0.0021602619403059123
DC Comics, Legendary Pictures, Warner Bros., DC Entertainment, Syncopy	0.04029045405691946
DC Comics, Legendary Pictures, Warner Bros., DC Entertainment, Syncopy, Patalex III Productions Limited	0.0008280660384123099
DNA Films, British Film Council	0.00016278000325945657
DNA Films, Universal Pictures International (UPI), Film4, A24	2.0553624603654457e-05
Davis-Films, Nouvelles Éditions de Films (NEF), Rising Star, VIP Medienfonds 4, Ikiru Films, Constantin Film Produktion, Castelao Producciones	0.00019453950500414457
Degeto Film, EOS Entertainment, Rai Cinema, Österreichischer Rundfunk (ORF), Constantin Film Produktion, Westdeutscher Rundfunk (WDR), Norddeutscher Rundfunk (NDR)	0.0002864026685362638
Dimension Films, Troublemaker Studios, Miramax	0.0003691881678335283
Double Feature Films, Jersey Films, Kernos Filmproduktionsgesellschaft & Company	3.308930216807788e-05
DreamWorks	9.336898426997988e-05
DreamWorks Animation	0.01433126689857274
DreamWorks SKG, Cobalt Media Group, Bisgrove Entertainment	2.453614172316515e-06
DreamWorks SKG, Cruise/Wagner Productions, Amblin Entertainment, Twentieth Century Fox Film Corporation, Blue Tulip Productions, Ronald Shusett/Gary Goldman, Digital Image Associates	0.0023713538973370164
DreamWorks SKG, MacDonald/Parkes Productions, Sidney Kimmel Entertainment, Neal Street Productions, China Film Co-Production Corporation, Wonderland Films, Participant Media, Ebeling Group, Beijing Happy Pictures Cultural Communications Co., Kite Runner Holdings	0.00020199798239726077
DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation	0.007376450761458106
DreamWorks SKG, The Zanuck Company, Twentieth Century Fox Film Corporation	0.0002814617077516729
DreamWorks SKG, Twentieth Century Fox Film Corporation, Playtone, ImageMovers	0.0037777988120919646
DreamWorks SKG, Universal Pictures, Amblin Entertainment, Peninsula Films, Alliance Atlantis Communications, Kennedy/Marshall Company, The, Barry Mendel Productions	0.00014713692572909098
DreamWorks SKG, Universal Pictures, Scott Free Productions, Red Wagon Entertainment, Mill Film, C & L, Dawliz	0.006144090515288481
Egg Films, Show East	1.116502458704763e-05
El Deseo	1.0436151712224669e-07
Eon Productions, Stillking Films, Babelsberg Film	0.007522556727557993
Estudios Picasso, Esperanto Filmoj, Tequila Gang	0.00013802030716371697
Eurimages, TPS Cinéma, Man's Films, Counihan Villiers Productions, Rai Cinema, Radio Télévision Belge Francophone (RTBF), Télédistributeurs Wallons, Noé Productions, British Screen Finance Ltd, Studio Maj, Fabrica, Foundation Montecinema Verità, The Centre du Cinema et de l'Audiovisuel de la Communauté Française de Belgique, Slovenian Film Fund, Multivision, Canal + Belgique, Fondazione MonteCinemaVerità Locarno, Direction du Développement et de la Coopération (DDC), Département Fédéral des Affaires Etrangères, The European Co-Production Fund Limited	5.814695231186486e-07
Excel Entertainment	2.21598692803754e-06
Film It Suda	3.543709553123012e-05
Filmax Entertainment, Castelao Producciones, Canal+ España, Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA), ICF	1.6221177213022789e-06
Fine Line Features, Zentropa Entertainments, Danmarks Radio (DR), SVT Drama, Arte, Memfis Film, France 3 Cinéma, Angel films, TV 1000, Canal+, Constantin Film Produktion, Yleisradio (YLE), Arte France Cinéma, Westdeutscher Rundfunk (WDR), Blind Spot Pictures Oy, Vrijzinnig Protestantse Radio Omroep (VPRO), Film4, Liberator Productions, Icelandic Film, Film i Väst, Pain Unlimited GmbH Filmproduktion, Trust Film Svenska, Cinematograph A/S, What Else? B.V, Filmek A/S, Lantia Cinema & Audiovisivi	3.1830821117744286e-05
Fireworks Pictures	3.0331671146307545e-06
Flicks Motion Pictures, UTV Motion Pictures	7.428552727047875e-06
Focus Features, Laika Entertainment	0.0001228418877573527
Fox Searchlight Pictures, Bona Fide Productions, Big Beach Films	0.0004873569007719565
Fox Searchlight Pictures, Cowboy Films, DNA Films, Scottish Screen, UK Film Council, Filmfour, Slate Films, Tatfilm	0.00012595178037997374
Fox Searchlight Pictures, Michael London Productions, Sideways Productions Inc.	3.142050404051678e-05
Fox Searchlight Pictures, Mirabai Films	1.2380911653987373e-05
Fox Searchlight Pictures, Room 9 Entertainment	3.3086991488846904e-05
France 3 Cinéma, Claudie Ossard Productions, MMC Independent, Canal+, Tapioca Films, Sofica Sofinergie 5, Victoires Productions, Filmstiftung Nordrhein-Westfalen, Union Générale Cinématographique (UGC)	0.0008095457513686823
France 3 Cinéma, The Kennedy/Marshall Company, Pathé Renn Productions, Banques Populaire Image 7, Canal+, CinéCinéma, C.R.R.A.V. Nord Pas de Calais, Région Nord-Pas-de-Calais	3.3801508139440195e-06
Gaumont, Disneynature, BBC	0.00017896072554839882
Gerber Pictures, 2003 Productions, TF1 Films Production, Canal+, Warner Bros., Région Ile-de-France, Tapioca Films, Centre National de la Cinématographie (CNC), Région Bretagne, Région Poitou-Charentes	0.000726715044069031
HBO	0.002476860940248158
Icon Productions, Icon Entertainment International, Touchstone Pictures	0.000395670127277685
Imagine Entertainment, DreamWorks SKG, Universal Pictures	0.002471740609740724
Imagine Entertainment, Universal Pictures, 40 Acres & A Mule Filmworks	0.0013866434595002186
Ingenious Film Partners, Ingenious Media, Dune Entertainment, Fox 2000 Pictures, Big Screen Productions, Haishang Films	0.00884653382886418
Ingenious Film Partners, Les Films Alain Sarde, UK Film Council, Inside Track 1, Thin Man Films, National Lottery through UK Film Council, Inside Track Productions, Film Council Premiere Fund, Untitled 03	1.624963020270343e-05
Jerry Bruckheimer Films, Revolution Studios, Scott Free Productions	0.00016793106215989086
Kemp Company, Splendid Pictures, Parkes/MacDonald Productions	0.005977743133879708
Lakeshore Entertainment, Malpaso Productions, Epsilon Motion Pictures, Warner Bros., Albert S. Ruddy Productions	0.0022026190451240623
Les Films Alain Sarde, StudioCanal, Rasta Film, Rasta Films	4.5559571958988145e-06
Les Films Alain Sarde, Thin Man Films	7.58921778472245e-06
Likely Story	0.00011709270050051166
Lions Gate Films, Edward R. Pressman Film, Muse Productions	2.9368530928135685e-05
Lions Gate Films, Twisted Pictures, Evolution Entertainment, Saw Productions Inc.	0.00034859327996097754
Lions Gate Films, United Artists, Industrial Development Corporation of South Africa, Endgame Entertainment, Miracle Pictures, Sixth Sense Productions, Mikado Film, Inside Track Films	4.769485503799116e-07
Lionsgate, Blackfriars Bridge Films, Yari Film Group, Bob Yari Productions, ApolloProScreen Filmproduktion, Bull's Eye Entertainment, DEJ Productions, Harris Company	0.0003958973098207316
Lucasfilm	0.017371387306084916
M&M Productions	1.687427586267947e-06
Mandate Pictures, Three Strange Angels	2.547226185909472e-05
Matila Röhr Productions (MRP), Film i Skåne, Omega Film & Television	1.172232306950713e-06
Michael London Productions, Stillking Films, Bob Yari Productions, Bull's Eye Entertainment, Contagious Entertainment	8.47532246917648e-05
Mikona Productions GmbH & Co. KG, Universal Pictures, Intermedia Films, Saturn Films, Dirty Hands Productions	5.8464326665448e-06
Miramax Films, A Band Apart, Super Cool ManChu	0.0016761946557686549
Miramax Films, Appian Way, Forward Pass, Cappa Productions, Warner Bros., Initial Entertainment Group (IEG), IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Mel's Cite du Cinema	3.0402408650832636e-05
Miramax Films, Film Colony	0.0005216761933138607
Miramax Films, Ghoulardi Film Company, Paramount Vantage	0.00020896572693482755
Miramax Films, Imagine Entertainment, Universal Pictures, Parkway Pictures (I), Touchstone Pictures	1.692315586854393e-05
Miramax Films, Initial Entertainment Group (IEG), Alberto Grimaldi Productions	0.00022084358232073972
Miramax Films, Scott Rudin Productions, Paramount Vantage, Mike Zoss Productions	0.001368799342011783
Miramax Films, The Ladd Company	1.4253459996969476e-05
Muse Entertainment Enterprises, For Sale Productions (Muse), RHI Entertainment	1.8264212406894157e-05
Naya Films S.A., Patagonik Film Group	1.6193596850320937e-07
New Line Cinema	0.0002980939969570485
New Line Cinema, FilmEngine, Katalyst Films, BenderSpink, Province of British Columbia Production Services Tax Credit	0.00023671403401585443
New Line Cinema, Standard Film Company, Bona Fide Productions	8.890856813889859e-06
New Zealand Film Commission, 2929 Productions, OLC / Rights Entertainment, Tanlay, New Zealand Film Production Fund, 3 Dogs and a Pony, Park Road Post, WFI Productions Ltd.	8.481763161219601e-05
Next Wednesday Productions, SenArt Films	3.735382318927451e-06
Nippon Shuppan Hanbai (Nippan) K.K., GAGA, WoWow, AM Associates, Kobi Co., MF Pictures	1.8161646554866142e-05
O2 Filmes, VideoFilmes, Wild Bunch, Globo filmes, Lumiere, Hank Levine Film, Lereby Productions	3.758758447521206e-05
Pandora Cinema, Twentieth Century Fox Film Corporation, Flower Films, Adam Fields Productions	8.365010197838505e-07
Paramount Pictures, DC Comics, Lawrence Gordon Productions, Legendary Pictures, Warner Bros., Cruel and Unusual Films	9.153584341620058e-05
Paramount Pictures, DreamWorks SKG, Parkes/MacDonald Productions, Edge City	0.0010393922401761941
Paramount Pictures, Marvel Studios	0.007727062640354834
Paramount Pictures, Miramax Films, Scott Rudin Productions	1.5706748662720344e-05
Paramount Pictures, Swanford Films, Mandalay Pictures, Little Bird, KC Medien, Reperage, DOS, MP Film Management	2.8565002028119336e-05
Paramount Pictures, Warner Bros., Kennedy/Marshall Company, The	0.0013468706128934138
Paramount Pictures, Warner Bros., Phoenix Pictures	1.3259826941458941e-05
Paramount Vantage, Media Rights Capital, Anonymous Content, Central Films	0.0006480959368055161
Patalex IV Productions Limited, Warner Bros., Heyday Films	0.0005087464118710874
Pixar Animation Studios	0.07276392943411983
Plan B Entertainment, Virtual Studios, Scott Free Productions, Alberta Film Entertainment, Warner Bros., Jesse Films Inc.	2.3662184777693138e-05
Playtone, HBO, DreamWorks Television	0.0009250122196765438
Pyramide Productions, Cinémaginaire Inc., Téléfilm Canada, The Harold Greenberg Fund, Astral Films, Canal+, Société Radio-Canada, Société de Développement des Entreprises Culturelles (SODEC), Centre National de la Cinématographie (CNC)	1.3026128649090907e-06
Regency Enterprises, Fox 2000 Pictures, Epsilon Motion Pictures, Scott Free Productions, New Regency Pictures	0.00010889812905375772
River Road Entertainment, Alberta Film Entertainment, Focus Features, Good Machine	0.0017231487407103443
Saturn Films, Ascendant Pictures, Endgame Entertainment, Entertainment Manufacturing Company, Rising Star, Copag V	2.9653289015245623e-05
Senator Film Produktion, Media Pro Pictures, TF1 Films Production, Nord-Ouest Productions, The Bureau, Artémis Productions, Les Productions de la Guéville	6.969017730535834e-07
Shochiku Company	2.1005330943242095e-06
Sidus Pictures, CJ Entertainment, Muhan Investment	9.931404596637657e-08
Silver Pictures, Warner Bros.	1.7825914801632858e-06
Sony Pictures Classics, China Film Co-Production Corporation, Columbia Pictures Film Production Asia, Good Machine, EDKO Film, Asia Union Film & Entertainment Ltd., United China Vision, Zoom Hunt International Productions Company Ltd.	0.0015030663933909459
Sony Pictures Classics, Production Champion, Vivi Film	1.8590574829028067e-06
South Pacific Pictures	4.1397363355569954e-05
Spyglass Entertainment, World 2000 Entertainment, Count of Monte Cristo Ltd., Touchstone Pictures	5.9344973899581666e-05
Studio Babelsberg, DC Comics, Virtual Studios, Anarchos Productions, Silver Pictures, Warner Bros., Medienboard Berlin-Brandenburg, Fünfte Babelsberg Film	0.00012261087274031762
Studio Ghibli	0.0029432324731063393
Studio Ghibli, Buena Vista Home Entertainment, Mitsubishi, d-rights, Tohokushinsha Film Corporation	0.0008759339578051916
Summit Entertainment, Newmarket Capital Group, Team Todd, I Remember Productions	2.783446145996535e-05
The Weinstein Company, FilmEngine, Capitol Films, Ascendant Pictures, VIP Medienfonds 4, The Complex Studio	2.7814151342363366e-05
The Weinstein Company, Harpo Films, Marshall Production	2.0440392938361117e-05
This Is That Productions, Y Productions, Mediana Productions Filmgesellschaft	4.7789064273548e-05
Touchstone Pictures	0.00017425047503467203
Tree Line Films, Konrad Pictures, Catfish Productions, Fox 2000 Pictures, Mars Media Beteiligungs	2.2808213411305445e-05
Tree Line Films, Lionsgate, Relativity Media, Yuma	1.0723353742165482e-05
Twentieth Century Fox Film Corporation, Blue Sky Studios, Twentieth Century Fox Animation	0.0022483101419419897
Twentieth Century Fox Film Corporation, Regency Enterprises, Indian Paintbrush, American Empirical Pictures	4.851898326050552e-06
USA Films, Initial Entertainment Group (IEG), Bedford Falls Company, The, Compulsion Inc., Splendid Medien AG	0.0022062477993202282
UTV Motion Pictures, Ashutosh Gowariker Productions Pvt. Ltd.	1.2230707882467827e-06
Universal Pictures, A Band Apart, The Weinstein Company, Zehnte Babelsberg, Visiona Romantica	0.0025356155594042796
Universal Pictures, Barry Mendel Productions	1.1948587630641623e-06
Universal Pictures, Big Talk Productions, StudioCanal, Film4, Working Title Films, WT2 Productions, De Wolfe Music, Inside Track 2	2.5705356894579738e-05
Universal Pictures, Big Talk Productions, StudioCanal, GAGA, Working Title Films	0.00014263713520643989
Universal Pictures, Bristol Bay Productions, Baldwin Entertainment Group, Anvil Films	0.000452013968199877
Universal Pictures, DNA Films, StudioCanal, Working Title Films	0.0016514570235333257
Universal Pictures, Kennedy/Marshall Company, The, Hypnotic, Kalima Productions GmbH & Co. KG, Stillking Films	0.0008095682224889509
Universal Pictures, Marc Platt Productions	1.4529136633353685e-05
Universal Pictures, Mike Zoss Productions, Studio Canal, Touchstone Pictures, Working Title Films	0.00012136497359834067
Universal Pictures, Strike Entertainment, Hit & Run Productions	3.8117388199716562e-06
Universal Pictures, StudioCanal, Scion Films, Focus Features, Working Title Films	0.0005892713901287285
Universal Pictures, StudioCanal, Sidney Kimmel Entertainment, Working Title Films	0.00010615398192800604
Universal Pictures, The Kennedy/Marshall Company, Hypnotic, Motion Picture THETA Produktionsgesellschaft, Ludlum Entertainment	0.002913285262476043
Universal Pictures, The Kennedy/Marshall Company, Ludlum Entertainment, Motion Picture BETA Produktionsgesellschaft, Bourne Again	0.008524319095888714
Universal Pictures, Twentieth Century Fox Film Corporation, Samuel Goldwyn Films, Miramax	7.897470590806661e-05
V.I.P. Films	3.756066832033273e-05
Vertigo Entertainment, Media Asia Films, Warner Bros., Initial Entertainment Group (IEG), Plan B Entertainment	0.002170414300763468
Village Roadshow Pictures, Malpaso Productions, NPV Entertainment, Warner Bros.	0.0006164017690892552
Village Roadshow Pictures, NPV Entertainment, Warner Bros., Outlaw Productions (I), WV Films II	0.00010827444418684658
Village Roadshow Pictures, Section Eight, NPV Entertainment, Jerry Weintraub Productions, Warner Bros., WV Films II	0.011183890408325771
Virtual Studios, Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Warner Bros., Nimar Studios, Cruel and Unusual Films	0.005662698666991167
Vía Digital, Good Machine, El Deseo S.A., Antena 3 Televisión	0.00013996650365967792
WDR, Arte, X-Filme Creative Pool	1.1267679190611976e-07
Walt Disney	4.41968554844463e-05
Walt Disney Pictures, Jerry Bruckheimer Films	0.0069343808252678675
Walt Disney Pictures, Jerry Bruckheimer Films, Technical Black, Run It Up Productions Inc.	0.0006742751058250653
Walt Disney Pictures, Pixar Animation Studios	0.0828784160460033
Walt Disney Pictures, Walt Disney Animation Studios	0.006952606111195434
Warner Bros.	0.00015822620602899757
Warner Bros., Heyday Films	0.036143950615346865
Wild Bunch, Canal+, Buena Vista International Film Production France, Alliance de Production Cinematographique (APC), L'Institut Polare Français Paul-Émile Victor, National Geographic Films, Bonne Pioche	0.0003907440306970265
WingNut Films, New Line Cinema	0.0011543182757778954
WingNut Films, New Line Cinema, The Saul Zaentz Company	0.0014891920203158814
Yash Raj Films	4.1268104003468136e-05
Zentropa Entertainments, Danmarks Radio (DR), Trollhättan Film AB, Memfis Film, France 3 Cinéma, Sveriges Television (SVT), Yleisradio (YLE), Arte France Cinéma, Slot Machine, Liberator Productions, Nederlandse Programma Stichting (NPS), Isabella Films B.V., WDR / Arte, Film i Väst, Pain Unlimited GmbH Filmproduktion, Something Else B.V., Sigma Films, Zoma Films Ltd., Norsk TV2 AS	5.829941666356278e-06
