category,employee,runtimeMinutes,ProductionCompanies
actor,Chris Rock,86,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation"
actor,Chris Rock,95,"Conundrum Entertainment, Warner Bros. Animation, Warner Bros."
actor,Chris Rock,91,"Pacific Data Images (PDI), DreamWorks Animation, Columbus 81 Productions"
actor,Chris Rock,113,"Paramount Pictures, Columbia Pictures Corporation, MTV Films, Happy Madison Productions, Callahan Filmworks"
producer,Robert Rodriguez,88,"Dimension Films, Troublemaker Studios, Miramax"
director,Robert Rodriguez,88,"Dimension Films, Troublemaker Studios, Miramax"
producer,Robert Rodriguez,100,Dimension Films
director,Robert Rodriguez,124,"Dimension Films, Troublemaker Studios, Miramax"
director,Robert Rodriguez,100,Dimension Films
director,Robert Rodriguez,102,"Columbia Pictures Corporation, Dimension Films, Troublemaker Studios"
cinematographer,Robert Rodriguez,102,"Miramax Films, Troublemaker Studios, AR Films, Aldamisa Entertainment, Demarest Films, Solipsist Film, Residaco"
composer,Robert Rodriguez,102,"Miramax Films, Troublemaker Studios, AR Films, Aldamisa Entertainment, Demarest Films, Solipsist Film, Residaco"
composer,Robert Rodriguez,124,"Dimension Films, Troublemaker Studios, Miramax"
cinematographer,Robert Rodriguez,124,"Dimension Films, Troublemaker Studios, Miramax"
production_designer,Robert Rodriguez,84,Dimension Films
editor,Robert Rodriguez,88,"Dimension Films, Troublemaker Studios, Miramax"
production_designer,Robert Rodriguez,102,"Columbia Pictures Corporation, Dimension Films, Troublemaker Studios"
production_designer,Robert Rodriguez,100,Dimension Films
actress,Roseanne Barr,76,Walt Disney Pictures
actress,Katharine Ross,102,"Gold/Miller Productions, 120dB Films, Paradise Productions, Quantum Entertainment, MovieBank, Galaxy Productions"
actress,Gena Rowlands,123,New Line Cinema
actress,Gena Rowlands,103,"Village Roadshow Pictures, Atmosphere Entertainment MM, Warner Bros."
actor,Geoffrey Rush,100,"Imagine Entertainment, Universal Pictures, Mike Zoss Productions, Alphaville Productions"
actor,Geoffrey Rush,169,"Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions"
actor,Geoffrey Rush,143,"Walt Disney Pictures, Jerry Bruckheimer Films"
actor,Geoffrey Rush,98,Fox Searchlight Pictures
actress,Eva Marie Saint,106,Twentieth Century Fox Film Corporation
actress,Eva Marie Saint,154,"DC Comics, Legendary Pictures, Warner Bros., Bad Hat Harry Productions"
actor,Julian Sands,93,"Michael Mailer Films, Remarkable Films"
actor,Devon Sawa,93,"Paramount Pictures, Extreme Productions, ApolloMedia Distribution"
actor,Roy Scheider,88,Silverline Pictures
actor,Rob Schneider,84,"Revolution Studios, Happy Madison Productions"
actor,Rob Schneider,99,"Columbia Pictures Corporation, Happy Madison Productions, Anonymous Content, Flower Films (II)"
actor,Rob Schneider,83,"Columbia Pictures Corporation, Out of the Blue... Entertainment, Happy Madison Productions"
writer,Rob Schneider,84,"Revolution Studios, Happy Madison Productions"
writer,Rob Schneider,83,"Columbia Pictures Corporation, Out of the Blue... Entertainment, Happy Madison Productions"
director,Joel Schumacher,116,"Jerry Bruckheimer Films, Touchstone Pictures, Stillking Films"
director,Joel Schumacher,81,Fox 2000 Pictures
actor,Til Schweiger,83,"Columbia Pictures Corporation, Out of the Blue... Entertainment, Happy Madison Productions"
actor,Til Schweiger,94,"Splendid Pictures, Artisan Entertainment, Pierce/Williams Entertainment, John Brister Productions"
actor,David Schwimmer,86,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation"
actress,Annabella Sciorra,94,Serenade Films
actress,Izabella Scorupco,114,"Morgan Creek Productions, Dominion Productions"
actor,Campbell Scott,119,"Lakeshore Entertainment, Firm Films, Screen Gems"
producer,Tony Scott,117,"Ingenious Film Partners, Twentieth Century Fox Film Corporation, Dune Entertainment, Scott Free Productions, Top Cow Productions, Stephen J. Cannell Productions, Big Screen Productions, Phoenix Film Partners"
actor,Ivan Sergei,106,"Universal Pictures, Mosaic Media Group, Wild West Picture Show Productions"
actor,Ivan Sergei,83,"Jaffe/Braunstein Films, Dogwood Pictures, Argosy Productions Limited"
actor,Rufus Sewell,102,"World Premiere Entertainment, Tule River Films"
actor,Rufus Sewell,93,"Paramount Pictures, Extreme Productions, ApolloMedia Distribution"
actor,Rufus Sewell,132,"Columbia Pictures Corporation, Escape Artists, Black and Blu Entertainment, Finestkind"
director,Tom Shadyac,101,"Universal Pictures, Spyglass Entertainment, Shady Acres Entertainment, Pit Bull Productions"
actor,Tony Shalhoub,95,"Dimension Films, Marty Katz Productions, Mojo Films, PK Pictures"
actor,Tony Shalhoub,88,"Dimension Films, Troublemaker Studios, Miramax"
actor,Tony Shalhoub,88,"Columbia Pictures, Amblin Entertainment, Columbia Pictures Corporation, Parkes+MacDonald Image Nation"
actor,Tony Shalhoub,116,"Walt Disney Pictures, Pixar Animation Studios"
actor,Tony Shalhoub,104,"The Weinstein Company, Di Bonaventura Pictures, Dimension Films"
actor,Tony Shalhoub,155,"Home Box Office (HBO), Attaboy Films, For Whom Productions"
actor,Omar Sharif,123,Gener8Xion Entertainment
actor,Wallace Shawn,115,"Walt Disney Pictures, Pixar Animation Studios"
actor,Wallace Shawn,88,"Walt Disney Pictures, Gunn Films, Doom Buggy Productions"
actor,Wallace Shawn,81,"Walt Disney Pictures, Walt Disney Feature Animation"
actor,Sam Shepard,99,Millennium Films
actor,Sam Shepard,85,"Rogue Pictures, Intrepid Pictures, Biscayne Pictures, Raygun Productions, Rosey Film Productions LLC"
actor,Sam Shepard,121,"Laura Ziskin Productions, Original Film, Columbia Pictures Corporation, Phoenix Pictures, AFG Talons Productions"
actress,Nicollette Sheridan,84,New Line Cinema
actor,Martin Short,95,"Walt Disney Pictures, Walt Disney Feature Animation"
actor,Martin Short,92,"Walt Disney Pictures, Boxing Cat Films, Outlaw Productions (I), Santa Frost Productions"
actor,Martin Short,96,"Paramount Pictures, The Kennedy/Marshall Company"
actor,Jonathan Silverman,97,Cookout Productions
actor,Jonathan Silverman,95,Artisan Entertainment
producer,Bryan Singer,154,"DC Comics, Legendary Pictures, Warner Bros., Bad Hat Harry Productions"
actor,Tom Sizemore,84,"Icon Productions, Twentieth Century Fox Film Corporation, Icon Entertainment International"
actor,Tom Sizemore,85,Touchstone Pictures
actor,Tom Sizemore,134,"Village Roadshow Pictures, Castle Rock Entertainment, NPV Entertainment, Kasdan Pictures, WV Films II"
actor,Tom Sizemore,90,Zyzzyx LLC
actor,Stellan Skarsgård,117,Morgan Creek Productions
actor,Stellan Skarsgård,114,"Morgan Creek Productions, Dominion Productions"
actor,Stellan Skarsgård,106,Original Film
actor,Stellan Skarsgård,97,"Remstar Productions, ApolloMedia Distribution, Kismet Entertainment Group, Seven Arts Films"
actor,Jimmy Smits,140,Lucasfilm
actor,Jimmy Smits,142,Lucasfilm
director,Steven Soderbergh,116,"Village Roadshow Pictures, Section Eight, NPV Entertainment, Jerry Weintraub Productions, Warner Bros., WV Films II"
director,Steven Soderbergh,101,"Miramax Films, Populist Pictures, Monophonic Inc."
director,Steven Soderbergh,99,"Twentieth Century Fox Film Corporation, Lightstorm Entertainment"
writer,Steven Soderbergh,99,"Twentieth Century Fox Film Corporation, Lightstorm Entertainment"
actor,Steven Soderbergh,89,"Miramax Films, Qatsi Productions, IRE Productions, Santa Fe Institute for Regional Education"
editor,Steven Soderbergh,99,"Twentieth Century Fox Film Corporation, Lightstorm Entertainment"
editor,Steven Soderbergh,105,"Warner Bros., Section Eight Productions, Sunset Gower Studios"
director,Barry Sonnenfeld,85,Touchstone Pictures
actor,Timothy Spall,136,"Paramount Pictures, Cruise-Wagner Productions, Vinyl Films"
actor,Timothy Spall,107,"Walt Disney Pictures, Josephson Entertainment, Andalasia Productions, Right Coast Productions"
actor,Timothy Spall,105,"Bel Air Entertainment, Warner Bros., Robert Lawrence Productions, Metal Productions Inc., Maysville Pictures"
actor,Nick Stahl,131,"Miramax Films, GreeneStreet/SKE Films"
actor,Fisher Stevens,84,"The Weinstein Company, Open City Films, GreeneStreet Films"
actor,Fisher Stevens,94,"Miramax Films, Amen Ra Films"
actor,Fisher Stevens,97,"Lakeshore Entertainment, Intermedia Films, Cinerenta Medienbeteiligungs KG"
producer,Fisher Stevens,84,"The Weinstein Company, Open City Films, GreeneStreet Films"
actor,Patrick Stewart,81,"Walt Disney Pictures, Walt Disney Feature Animation"
actor,Patrick Stewart,116,Paramount Pictures
actor,Patrick Stewart,87,"The Weinstein Company, Imagi Animation Studios, Warner Bros., Mirage Studios, Imagi Production"
actor,Patrick Stewart,134,"Twentieth Century Fox Film Corporation, Donners' Company, Bad Hat Harry Productions, Marvel Enterprises, XM2 Productions, XF2 Canada Productions"
actor,David Ogden Stiers,85,"Walt Disney Pictures, Walt Disney Feature Animation"
actor,David Ogden Stiers,73,"Walt Disney Pictures, Walt Disney Television Animation"
actor,David Ogden Stiers,95,"Columbia Pictures, Revolution Studios"
actor,David Ogden Stiers,80,"The Weinstein Company, Kanbar Entertainment, Blue Yonder Films"
actor,Ben Stiller,86,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation"
actor,Ben Stiller,104,"Universal Pictures, Image Entertainment, Relativity Media, Rat Entertainment"
actor,Ben Stiller,110,Touchstone Pictures
actor,Ben Stiller,115,"DreamWorks SKG, Universal Pictures, Everyman Pictures, Tribeca Productions"
actor,Ben Stiller,101,"Weed Road Pictures, Warner Bros., Dimension Films, Red Hour Films, AR-TL"
actor,Ben Stiller,99,"Columbia Pictures, Castle Rock Entertainment, NPV Entertainment, DreamWorks Pictures, Baltimore Spring Creek Productions, Nu Image / Millennium Films"
actor,Ben Stiller,116,"Conundrum Entertainment, Davis Entertainment, DreamWorks Pictures, Radar Pictures"
actor,Ben Stiller,90,"Jersey Films, Loofah Productions"
actor,Ben Stiller,114,"New Line Cinema, Ingenious Media, Twentieth Century Fox Film Corporation, Samuel Goldwyn Films, Big Screen Productions, Red Hour Films, TSG Entertainment, Down Productions"
producer,Ben Stiller,93,DreamWorks
actor,Peter Stormare,87,"Raw Nerve, Velvet Steamroller Entertainment, BloodWorks"
actor,Peter Stormare,134,"Lion Rock Productions, Metro-Goldwyn-Mayer (MGM)"
actor,Peter Stormare,94,DiNovi Pictures
actor,Peter Stormare,147,"Columbia Pictures Corporation, Don Simpson/Jerry Bruckheimer Films"
actress,Kristy Swanson,90,"Nu Image Films, Active Entertainment, Equity Pictures Medienfonds GmbH & Co. KG III"
actor,Jeffrey Tambor,87,"Paramount Pictures, Nickelodeon Movies, United Plankton Pictures"
actor,Jeffrey Tambor,122,"Columbia Pictures, Revolution Studios, Dark Horse Entertainment, Lawrence Gordon Productions, Starlite Films"
actor,Jeffrey Tambor,100,"Walt Disney Pictures, Walt Disney Animation Studios"
actor,Henry Thomas,91,"Silver Nitrate Pictures, Dead Birds Films"
actress,Rachel Ticotin,119,"DiNovi Pictures, Alcon Entertainment, Alloy Entertainment"
actress,Rachel Ticotin,128,"Columbia Pictures Corporation, Waverly Films, Warner Bros."
actress,Rachel Ticotin,98,"Paramount Vantage, VN Productions"
cinematographer,John Toll,114,"Miramax Films, The Ladd Company"
cinematographer,John Toll,136,"Paramount Pictures, Cruise-Wagner Productions, Vinyl Films"
actor,Rip Torn,88,"Columbia Pictures, Amblin Entertainment, Columbia Pictures Corporation, Parkes+MacDonald Image Nation"
actor,Rip Torn,108,"Charlie Guidance, Flux Films, High Line Productions, Tiny Dancer Films"
actress,Nancy Travis,119,"DiNovi Pictures, Alcon Entertainment, Alloy Entertainment"
actor,Danny Trejo,102,"Columbia Pictures Corporation, Dimension Films, Troublemaker Studios"
actor,Danny Trejo,100,Dimension Films
actor,Stanley Tucci,109,"Twentieth Century Fox Film Corporation, Dune Entertainment, Major Studio Partners, Peninsula Films, Fox 2000 Pictures"
actor,Stanley Tucci,85,Touchstone Pictures
actor,Stanley Tucci,106,Miramax Films
actor,Stanley Tucci,128,"DreamWorks SKG, Amblin Entertainment, Parkes/MacDonald Productions"
actor,Stanley Tucci,105,Red Om Films
actor,John Turturro,96,"New Line Cinema, Columbia Pictures Corporation, Out of the Blue... Entertainment, Happy Madison Productions"
actor,John Turturro,108,"David Foster Productions, Bel Air Entertainment, Warner Bros., Hacienda Productions"
actor,John Turturro,93,"Twentieth Century Fox Film Corporation, 1492 Pictures, Twitching Image Studio"
actor,John Turturro,96,"Columbia Pictures Corporation, Pariah Entertainment Group, Grand Slam Productions, Mel's Cite du Cinema"
actor,John Turturro,144,"Paramount Pictures, DreamWorks SKG, Amblin Entertainment, Di Bonaventura Pictures, Platinum Dunes, thinkfilm, SprocketHeads, Hasbro Studios, Revolution Sun Studios"
actress,Cicely Tyson,106,Twentieth Century Fox Film Corporation
actress,Tracey Ullman,97,"Scott Rudin Productions, I Could Never Ltd., Bauer Martinez Studios"
actress,Tracey Ullman,89,"Fine Line Features, Killer Films, John Wells Productions, This Is That Productions"
actress,Tracey Ullman,77,"Warner Bros., Tim Burton Productions, Laika Entertainment, Patalex Productions"
actor,Dick Van Dyke,87,"Imagine Entertainment, Universal Pictures, Universal Animation Studios"
editor,Gus Van Sant,81,"HBO Films, Fearmakers Studios"
actor,Jim Varney,95,"Walt Disney Pictures, Walt Disney Feature Animation"
actor,Robert Wagner,94,"New Line Cinema, Eric's Boy, Team Todd, Moving Pictures, Gratitude International"
actor,M. Emmet Walsh,99,"Columbia Pictures, 1492 Pictures, Revolution Studios"
actor,David Warner,120,"Twentieth Century Fox Film Corporation, Tim Burton Productions, Zanuck Company, The"
actress,Emily Watson,77,"Warner Bros., Tim Burton Productions, Laika Entertainment, Patalex Productions"
actress,Emily Watson,107,"Dimension Films, Blue Tulip Productions"
actress,Emily Watson,95,"Columbia Pictures, New Line Cinema, Ghoulardi Film Company"
actor,Damon Wayans,84,Paramount Pictures
writer,Peter Weir,138,"Universal Pictures, Twentieth Century Fox Film Corporation, Samuel Goldwyn Films, Miramax"
director,Peter Weir,138,"Universal Pictures, Twentieth Century Fox Film Corporation, Samuel Goldwyn Films, Miramax"
actress,Rachel Weisz,97,"Regency Enterprises, Warner Bros., Muse Entertainment Enterprises, Protozoa Pictures, New Regency Pictures"
actress,Rachel Weisz,99,"Columbia Pictures, Castle Rock Entertainment, NPV Entertainment, DreamWorks Pictures, Baltimore Spring Creek Productions, Nu Image / Millennium Films"
actress,Rachel Weisz,130,"Universal Pictures, Alphaville Films, Imhotep Productions"
actress,Rachel Weisz,127,"Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures"
actor,Frank Whaley,85,"Screen Gems, Hal Lieberman Company"
actor,Forest Whitaker,81,Fox 2000 Pictures
actor,Forest Whitaker,112,"Hofflund/Polone, Indelible Productions"
actor,Forest Whitaker,109,"Fox Searchlight Pictures, Regency Enterprises, Dune Entertainment III, Emmett/Furla Films"
actor,Forest Whitaker,90,"Columbia Pictures, Original Film, Kanzaman, Relativity Media, Art In Motion"
actor,Forest Whitaker,126,"The Weinstein Company, Harpo Films, Marshall Production"
actor,Forest Whitaker,101,"Village Roadshow Pictures, Legendary Pictures, Playtone, Wild Things Productions, Warner Bros."
actress,Dianne Wiest,132,New Line Cinema
actress,JoBeth Williams,97,"Castle Rock Entertainment, Land Films Inc., Anonymous Content"
actor,Treat Williams,112,DreamWorks SKG
actress,Vanessa Williams,97,"Fox Searchlight Pictures, Bird and a Bear Entertainment, Hallway Pictures, Catch Productions"
actress,Rita Wilson,105,"Sony Pictures Classics, Propaganda Films, Good Machine"
actress,Rita Wilson,103,"New Line Cinema, FilmEngine, Brookwell-McNamara Entertainment, ChickFlick Productions"
producer,Oprah Winfrey,126,"The Weinstein Company, Harpo Films, Marshall Production"
actor,Henry Winkler,107,"Original Film, Columbia Pictures Corporation, Revolution Studios, Happy Madison Productions"
actress,Alicia Witt,112,Paramount Pictures
actress,Alicia Witt,108,"TriStar Pictures, Nu Image Entertainment, Brightlight Pictures"
actress,Kari Wuhrer,88,Silverline Pictures
actor,Noah Wyle,115,Winkler Films
actor,Michael York,94,"New Line Cinema, Eric's Boy, Team Todd, Moving Pictures, Gratitude International"
actor,Steve Zahn,92,"Columbia Pictures, Revolution Studios, Davis Entertainment"
actor,Steve Zahn,125,Metro-Goldwyn-Mayer (MGM)
actor,Steve Zahn,132,Columbia Pictures
actor,Steve Zahn,97,"Regency Enterprises, Epsilon Motion Pictures, LivePlanet, New Regency Pictures, Bad Robot"
actor,Steve Zahn,90,"Village Roadshow Pictures, NPV Entertainment, Columbia Pictures Corporation"
actor,Steve Zahn,81,"Walt Disney Pictures, Walt Disney Feature Animation"
actress,Catherine Zeta-Jones,86,DreamWorks Animation
actress,Catherine Zeta-Jones,113,"Miramax Films, Producers Circle, Storyline Entertainment"
actress,Catherine Zeta-Jones,128,"DreamWorks SKG, Amblin Entertainment, Parkes/MacDonald Productions"
actress,Catherine Zeta-Jones,125,"Village Roadshow Pictures, Section Eight, Jerry Weintraub Productions, Warner Bros., WV Films III"
actress,Catherine Zeta-Jones,100,"Imagine Entertainment, Universal Pictures, Mike Zoss Productions, Alphaville Productions"
