category,employee,runtimeMinutes,ProductionCompanies
actor,Doug Jones,122,"Columbia Pictures, Revolution Studios, Dark Horse Entertainment, Lawrence Gordon Productions, Starlite Films"
actor,Doug Jones,115,"Beverly Detroit, Propaganda Films, Clinica Estetico, Intermedia, Good Machine, Magnet Productions"
actor,Eddie Jones,128,"DreamWorks SKG, Amblin Entertainment, Parkes/MacDonald Productions"
actor,Evan Jones,110,"Imagine Entertainment, Mikona Productions GmbH & Co. KG"
actor,Evan Jones,104,Touchstone Pictures
actor,John Christopher Jones,108,"Scott Rudin Productions, Touchstone Pictures, Blinding Edge Pictures"
actor,L.Q. Jones,105,"River Road Entertainment, GreeneStreet Films, Picturehouse Entertainment, Sandcastle 5 Productions, Prairie Home Productions"
actor,L.Q. Jones,86,Lions Gate Films
editor,Leslie Jones,100,Dimension Films
producer,Loretha C. Jones,123,Paramount Pictures
actor,Orlando Jones,95,"Twentieth Century Fox Film Corporation, Conundrum Entertainment, Say It Isn't So Productions"
actor,Orlando Jones,118,Fox 2000 Pictures
actor,Orlando Jones,101,"DreamWorks SKG, Columbia Pictures Corporation, Montecito Picture Company, The"
actor,Orlando Jones,110,DreamWorks Pictures
actress,Rashida Jones,107,"Revolution Studios, Blue Star Pictures"
actor,Richard T. Jones,120,"Paramount Pictures, DreamWorks SKG, Parkes/MacDonald Productions, Edge City"
actor,Toby Jones,110,"Killer Films, Longfellow Pictures, Warner Independent Pictures (WIP), Jack and Henry Productions Inc."
production_designer,Steven J. Jordan,101,"Twentieth Century Fox Film Corporation, Fox 2000 Pictures, Josephson Entertainment, MBC Beteiligungs Filmproduktion"
actor,Paterson Joseph,93,"Paramount Pictures, Lakeshore Entertainment, MTV Films, Colossal Pictures, Valhalla Motion Pictures, MTV Productions"
producer,Barry Josephson,101,"Twentieth Century Fox Film Corporation, Fox 2000 Pictures, Josephson Entertainment, MBC Beteiligungs Filmproduktion"
producer,Barry Josephson,107,"Walt Disney Pictures, Josephson Entertainment, Andalasia Productions, Right Coast Productions"
actor,Robert Joy,75,Dimension Films
actor,Robert Joy,119,"Bel Air Entertainment, Warner Bros."
actress,Ella Joyce,92,"MGM, Silver Sphere Corporation"
producer,William Joyce,91,"Blue Sky Studios, Twentieth Century Fox Animation"
actor,Mike Judge,100,Dimension Films
actor,Mike Judge,84,Dimension Films
actress,Heather Juergensen,97,"Fox Searchlight Pictures, Eden Wurmfeld Films, Cineric, Michael Alden Productions, Brad Zions Films"
composer,David Julyan,118,"Section Eight, Alcon Entertainment, Witt/Thomas Productions"
actress,Esther Jun,107,"New Line Cinema, Plan B Entertainment, Nick Wechsler Productions, Internationale Scarena Filmproduktionsgesellschaft 2"
actor,Eric Jungmann,89,"Original Film, Columbia Pictures Corporation, Neal H. Moritz Productions"
producer,Nancy Juvonen,113,"Pandora Cinema, Twentieth Century Fox Film Corporation, Flower Films, Adam Fields Productions"
producer,Georgia Kacandes,128,"Section Eight, Warner Bros., Participant Media, FilmWorks, 4M, MID Foundation"
editor,Michael Kahn,146,"DreamWorks SKG, Amblin Entertainment, Stanley Kubrick Productions, Warner Bros."
editor,Michael Kahn,116,"Walt Disney Pictures, Jerry Bruckheimer Films"
editor,Michael Kahn,128,"DreamWorks SKG, Amblin Entertainment, Parkes/MacDonald Productions"
editor,Michael Kahn,122,"Lucasfilm, Paramount Pictures"
editor,Michael Kahn,117,"Paramount Pictures, DreamWorks SKG, Cruise/Wagner Productions, Amblin Entertainment"
editor,Michael Kahn,141,"Kemp Company, Splendid Pictures, Parkes/MacDonald Productions"
editor,Sheldon Kahn,118,"Double Feature Films, Jersey Films, Nina Saxon Film Design, Metro-Goldwyn-Mayer (MGM)"
editor,Sheldon Kahn,101,"DreamWorks SKG, Columbia Pictures Corporation, Montecito Picture Company, The"
actor,Christian Kahrmann,107,"Dimension Films, Blue Tulip Productions"
actor,Khalil Kain,96,New Line Cinema
actress,Bianca Kajlich,90,Dimension Films
actress,Patricia Kalember,106,"Kennedy/Marshall Company, The, Touchstone Pictures, Blinding Edge Pictures"
production_designer,Waldemar Kalinowski,144,Lions Gate Films
production_designer,Waldemar Kalinowski,93,"Paramount Pictures, MTV Films"
editor,Ron Kalish,86,"Go2sho, Return to Sleepaway corp."
writer,Tim Kaltenecker,92,"TLA Releasing, Luna Filmproduktion"
composer,Camara Kambon,97,Cookout Productions
actor,Antonie Kamerling,117,Morgan Creek Productions
self,Big Daddy Kane,103,Yari Film Group
actor,Christian Kane,94,"Lunacy Unlimited Productions, Blue & Grey Film Ventures"
actor,Tom Kane,79,"Focus Films, Starz Animation, Relativity Media, Tim Burton Productions, Arc Productions"
actor,Tom Kane,73,"Warner Bros. Pictures, Warner Bros. Animation, Cartoon Network Studios"
actor,Tom Kane,85,"Paramount Pictures, Nickelodeon Movies, Paramount Animation"
actor,Lyle Kanouse,105,"Sony Pictures Classics, Propaganda Films, Good Machine"
casting_director,Christian Kaplan,91,"Blue Sky Studios, Twentieth Century Fox Animation"
actor,Matthew Kaplan,81,"Destination Films, Samuel Goldwyn Films, Sony Pictures International"
actor,James Karen,117,"Columbia Pictures Corporation, Escape Artists, Relativity Media, Overbrook Entertainment"
director,Lawrence Kasanoff,91,"Threshold Entertainment, Lions Gate Family Entertainment"
actor,Nicky Katt,101,"Miramax Films, Populist Pictures, Monophonic Inc."
actor,Nicky Katt,118,"Section Eight, Alcon Entertainment, Witt/Thomas Productions"
actor,Nicky Katt,122,"Village Roadshow Pictures, Silver Pictures, Warner Bros."
actor,Chris Kattan,94,"Fathom Studios, Electric Eye Entertainment Corporation"
actor,Chris Kattan,91,"Threshold Entertainment, Lions Gate Family Entertainment"
actor,Chris Kattan,86,"Robert Simonds Productions, Touchstone Pictures"
actor,Chris Kattan,93,"Twentieth Century Fox Film Corporation, 1492 Pictures, Twitching Image Studio"
actor,Chris Kattan,86,Universal Pictures
editor,Virginia Katz,130,"Paramount Pictures, DreamWorks SKG, Laurence Mark Productions"
actor,Jonathan Katz,92,"Columbia Pictures, Revolution Studios, Davis Entertainment"
actor,Adam Kaufman,88,"Rogue Pictures, Haxan Entertainment"
casting_director,Avy Kaufman,102,"Miramax Films, Beverly Detroit, View Askew Productions, Close Call Films"
casting_director,Avy Kaufman,106,"Stillking Films, Warner Independent Pictures (WIP), Big Beach Films, Telegraph Films"
casting_director,Avy Kaufman,128,"Section Eight, Warner Bros., Participant Media, FilmWorks, 4M, MID Foundation"
casting_director,Avy Kaufman,102,"Fox Searchlight Pictures, Double Feature Films, Jersey Films, Camelot Pictures, Large's Ark Productions"
casting_director,Avy Kaufman,85,"Rogue Pictures, Intrepid Pictures, Biscayne Pictures, Raygun Productions, Rosey Film Productions LLC"
casting_director,Avy Kaufman,118,"New Line Cinema, Tiara Blu Films"
casting_director,Avy Kaufman,109,"Epsilon Motion Pictures, Franchise Pictures, Indelible Pictures, Linson Entertainment, Art Linson Productions, Morgan Creek Productions, Stolen Film Productions"
writer,Charlie Kaufman,113,"Miramax Films, Allied Filmmakers, Mad Chance"
writer,Charlie Kaufman,115,"Beverly Detroit, Propaganda Films, Clinica Estetico, Intermedia, Good Machine, Magnet Productions"
writer,Ken Kaufman,137,"Columbia Pictures, Imagine Entertainment, Revolution Studios, Daniel Ostroff Productions"
actor,Billy Kay,79,"Miramax Films, LivePlanet"
actor,James Keane,140,"Universal Pictures, Spyglass Entertainment, The Kennedy/Marshall Company, DreamWorks Pictures, Touchstone Pictures"
actor,Charles Keating,83,"Columbia Pictures Corporation, Out of the Blue... Entertainment, Happy Madison Productions"
actress,Arielle Kebbel,86,Metro-Goldwyn-Mayer (MGM)
actress,Arielle Kebbel,102,"Columbia Pictures Corporation, Ghost House Pictures, Vertigo Entertainment"
actress,Arielle Kebbel,87,Rogue Pictures
actor,Abdellatif Kechiche,83,"Independent Film Channel (IFC), Q-Dog Music Television, IFC Productions, InDigEnt (Independent Digital Entertainment)"
writer,John A. Keel,119,Lakeshore Entertainment
production_designer,Leslie Keel,91,"Silver Nitrate Pictures, Dead Birds Films"
actress,Monica Keena,100,"Revolution Studios, Bel Air Entertainment"
actress,Audra Lea Keener,93,"Columbia Pictures Television, NPP Productions Inc."
actor,Tom Kenny,95,"Walt Disney Pictures, Walt Disney Animation Studios"
actor,Tom Kenny,87,"Paramount Pictures, Nickelodeon Movies, United Plankton Pictures"
actor,Tom Kenny,73,"Warner Bros. Pictures, Warner Bros. Animation, Cartoon Network Studios"
producer,Karen Kehela Sherwood,96,Universal Pictures
actor,Jack Kehler,85,Touchstone Pictures
actor,Dennis Keiffer,104,"Columbia Pictures, Universal Pictures, Strike Entertainment, WWE Studios, Misher Films, IM3 Entertainment"
actor,Garrison Keillor,105,"River Road Entertainment, GreeneStreet Films, Picturehouse Entertainment, Sandcastle 5 Productions, Prairie Home Productions"
composer,Garrison Keillor,105,"River Road Entertainment, GreeneStreet Films, Picturehouse Entertainment, Sandcastle 5 Productions, Prairie Home Productions"
editor,Andy Keir,90,Dimension Films
actress,Susan Kellermann,112,Paramount Pictures
actor,Ryan Kelley,90,Whitewater Films
writer,Bill Kelly,107,"Walt Disney Pictures, Josephson Entertainment, Andalasia Productions, Right Coast Productions"
writer,Bill Kelly,96,"TriStar Pictures, Hyde Park Films, Offspring Entertainment"
actor,Brendan Kelly,94,"Walt Disney Pictures, Teen Life Productions"
actor,David Kelly,100,"Splendid Pictures, Maverick Films, Metro-Goldwyn-Mayer (MGM), Dylan Sellers Productions, Madacy Entertainment"
actress,Jeanette O'Connor,77,"NALA Films, Supino Pictures"
actor,Michael Kelly,100,Rogue Pictures
actor,Michael Kelly,101,"New Amsterdam Entertainment, Strike Entertainment, Metropolitan Filmexport, Toho-Towa, Cruel and Unusual Films"
director,Richard Kelly,113,"Pandora Cinema, Twentieth Century Fox Film Corporation, Flower Films, Adam Fields Productions"
cinematographer,Shane F. Kelly,100,"Thousand Words, Warner Independent Pictures (WIP), Detour Filmproduction, Section Eight Productions"
production_designer,Shannon Kemp,85,The Asylum
production_designer,Victor Kempster,99,"Columbia Pictures, Castle Rock Entertainment, NPV Entertainment, DreamWorks Pictures, Baltimore Spring Creek Productions, Nu Image / Millennium Films"
editor,Ellen Keneshea,95,"Walt Disney Pictures, Walt Disney Animation Studios"
editor,Ellen Keneshea,95,"Walt Disney Pictures, Walt Disney Feature Animation"
writer,Mark Kennedy,81,"Walt Disney Pictures, Walt Disney Feature Animation"
actress,Merle Kennedy,93,"A Loopy Production LLC, 2 Loop Films"
actress,Kerri Kenney,99,"Universal Pictures, Internationale Filmproduktion Stella-del-Süd, Relativity Media, New Regency Pictures, WideAwake, Stuber/Parent"
writer,Billy Kent,88,"Cold Iron Pictures, Ambush Entertainment, AV Club, The"
composer,Rolfe Kent,94,DiNovi Pictures
cinematographer,Chris Kentis,79,Plunge Pictures LLC
director,Chris Kentis,79,Plunge Pictures LLC
writer,Chris Kentis,79,Plunge Pictures LLC
editor,Yannick Kergoat,98,"Columbia Pictures Corporation, Dark Castle Entertainment, Warner Bros."
actor,Joey Kern,93,"Lions Gate Films, Tonic Films, Down Home Entertainment, Cabin Pictures, Black Sky Entertainment, Deer Path Films"
actor,Joey Kern,100,"Fox Searchlight Pictures, Broken Lizard Industries"
actor,Paul Kersey,138,"Universal Pictures, Good Machine, Valhalla Motion Pictures, Marvel Enterprises"
editor,Myron Kerstein,102,"Fox Searchlight Pictures, Double Feature Films, Jersey Films, Camelot Pictures, Large's Ark Productions"
editor,Myron Kerstein,107,"Universal Pictures, Depth of Field"
editor,Myron Kerstein,104,"Village Roadshow Pictures, Gerber Pictures, Warner Bros., WV Films III"
producer,Josh Kesselman,85,"ContentFilm, Comedy Central Films"
cinematographer,Scott Kevan,93,"Lions Gate Films, Tonic Films, Down Home Entertainment, Cabin Pictures, Black Sky Entertainment, Deer Path Films"
cinematographer,Scott Kevan,98,"Lions Gate Films, City Lights Pictures"
actor,Irrfan Khan,124,"Universal Studios, Amblin Entertainment, Legendary Pictures, Fuji Television Network, Dentsu"
cinematographer,Darius Khondji,112,"Hofflund/Polone, Indelible Productions"
writer,Callie Khouri,116,"All Girl Productions, Gaylord Productions"
director,Callie Khouri,116,"All Girl Productions, Gaylord Productions"
writer,David Kidd,88,"Paramount Pictures, Columbia Pictures Corporation, Nickelodeon Movies, O.N.C. Entertainment, Robert Simonds Productions, Sony Pictures Entertainment (SPE), Metro-Goldwyn-Mayer (MGM), Time Productions"
writer,David Kidd,86,Universal Studios
producer,Ric Kidney,96,Universal Pictures
actor,Pat Kilbane,101,"DreamWorks SKG, Columbia Pictures Corporation, Montecito Picture Company, The"
actor,Craig Kilborn,98,"Walt Disney Pictures, Mandeville Films, Boxing Cat Films"
actress,Q'orianka Kilcher,135,"New Line Cinema, First Foot Films, Sunflower Productions, Sarah Green Film, The Virginia Company LLC"
producer,Jon Kilik,135,"40 Acres & A Mule Filmworks, Touchstone Pictures"
actor,Kevin Kilner,119,"Touchstone Pictures, Beacon Pictures, Mandeville Films"
actor,Patrick Kilpatrick,145,"DreamWorks SKG, Cruise/Wagner Productions, Amblin Entertainment, Twentieth Century Fox Film Corporation, Blue Tulip Productions, Ronald Shusett/Gary Goldman, Digital Image Associates"
production_designer,Lilly Kilvert,125,"David Foster Productions, Cheyenne Enterprises, Metro-Goldwyn-Mayer (MGM), David Ladd Films"
writer,Eun-Jeong Kim,99,"Village Roadshow Pictures, Vertigo Entertainment, Sound for Film, Warner Bros."
actor,Randall Duk Kim,92,DreamWorks Animation
cinematographer,Jeffrey L. Kimball,116,Paramount Pictures
cinematographer,Jeffrey L. Kimball,134,"Lion Rock Productions, Metro-Goldwyn-Mayer (MGM)"
cinematographer,Jeffrey L. Kimball,118,"Double Feature Films, Jersey Films, Nina Saxon Film Design, Metro-Goldwyn-Mayer (MGM)"
actor,Charles Kimbrough,84,Paramount Pictures
actor,Charles Kimbrough,103,"Columbia Pictures Corporation, Intermedia Films, Dee Gee Entertainment, Tapestry Films, Prufrock Pictures, IMF Internationale Medien und Film GmbH & Co. Produktions KG"
actor,Richard Kind,89,"Next Wednesday Productions, SenArt Films"
actor,Richard Kind,90,"Capitol Films, Equity Pictures Medienfonds GmbH & Co. KG"
actor,Richard Kind,104,"Eleven Eleven Films, Insomnia Media Group, IMG Film 7"
actor,Alan King,90,New Line Cinema
casting_director,Christine King,101,"Miramax Films, Intermedia Films, Mirage Enterprises"
producer,Graham King,96,"Paramount Pictures, Virtual Studios, Revolution Studios, Saturn Films, Broken Road Productions"
actress,Jaime King,94,"Twentieth Century Fox Film Corporation, 21 Laps Entertainment, Dozen Canada Productions"
actress,Jaime King,104,Metro-Goldwyn-Mayer (MGM)
actress,Jaime King,94,DiNovi Pictures
actress,Jaime King,183,"Jerry Bruckheimer Films, Touchstone Pictures"
actress,Jaime King,109,"Columbia Pictures, Revolution Studios, Wayans Bros. Entertainment, Gone North Productions"
actress,Jaime King,122,"Universal Pictures, Morgan Creek Productions"
composer,John King,94,"New Line Cinema, Red Hour Films"
producer,Sandy King,98,"Screen Gems, Storm King Productions, Animationwerks"
actor,Terry Kinney,112,"MTV Films, Cort/Madden Productions"
actor,Terry Kinney,80,Filbert Steps Productions
actor,Nikolai Kinski,93,"Paramount Pictures, Lakeshore Entertainment, MTV Films, Colossal Pictures, Valhalla Motion Pictures, MTV Productions"
writer,Jack Kirby,138,"Universal Pictures, Good Machine, Valhalla Motion Pictures, Marvel Enterprises"
actor,Luke Kirby,90,Dimension Films
actress,Christina Kirk,91,"Destination Films, Andrea Sperling Productions, Screen Gems, Anonymous Content"
actor,James Kirk,90,"New Line Cinema, Zide-Perry Productions"
actress,Laura Kirk,96,"DreamWorks SKG, Warner Bros."
production_designer,Geoffrey Kirkland,155,"Home Box Office (HBO), Attaboy Films, For Whom Productions"
producer,Karey Kirkpatrick,96,"Paramount Pictures, The Kennedy/Marshall Company"
writer,Karey Kirkpatrick,96,"Paramount Pictures, The Kennedy/Marshall Company"
editor,Bert Kish,95,"Miramax Films, Pandora Cinema"
actor,Tory Kittles,117,"Paramount Pictures, MTV Films, Cent Productions Inc."
actor,Tory Kittles,96,"Paramount Pictures, Virtual Studios, Revolution Studios, Saturn Films, Broken Road Productions"
cinematographer,Alar Kivilo,125,"David Foster Productions, Cheyenne Enterprises, Metro-Goldwyn-Mayer (MGM), David Ladd Films"
cinematographer,Alar Kivilo,106,Original Film
cinematographer,Alar Kivilo,99,"Miramax Films, Spyglass Entertainment"
cinematographer,Alar Kivilo,99,"Village Roadshow Pictures, Vertigo Entertainment, Sound for Film, Warner Bros."
producer,Arlene Klasky,85,"Paramount Pictures, Nickelodeon Movies, Paramount Animation"
writer,David Klass,86,"Metro-Goldwyn-Mayer (MGM), Mandeville Films, WWE Studios, Hyde Park Entertainment, Burke/Samples/Foster Productions, Cub Eight Productions"
production_designer,Sonja Klaus,117,"Fox 2000 Pictures, Scott Free Productions"
editor,Saar Klein,135,"New Line Cinema, First Foot Films, Sunflower Productions, Sarah Green Film, The Virginia Company LLC"
editor,Lynzee Klingman,99,"Village Roadshow Pictures, Vertigo Entertainment, Sound for Film, Warner Bros."
editor,Lynzee Klingman,114,Class 5 Films
producer,Jason Kliot,84,"The Weinstein Company, Open City Films, GreeneStreet Films"
writer,Karen Klopfenstein,77,"Big Easy Pictures, Divine Light Pictures"
writer,Jorgen Klubien,116,"Walt Disney Pictures, Pixar Animation Studios"
actress,Keira Knightley,151,"Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions"
actress,Keira Knightley,169,"Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions"
actress,Keira Knightley,143,"Walt Disney Pictures, Jerry Bruckheimer Films"
actor,Zachary Knighton,84,"Intrepid Pictures, Focus Films, Platinum Dunes"
production_designer,Jeff Knipp,81,New Line Cinema
actor,Don Knotts,81,"Walt Disney Pictures, Walt Disney Feature Animation"
actress,Beyoncé,130,"Paramount Pictures, DreamWorks SKG, Laurence Mark Productions"
actress,Beyoncé,123,Paramount Pictures
actress,Beyoncé,94,"New Line Cinema, Eric's Boy, Team Todd, Moving Pictures, Gratitude International"
actress,Sarah Knowlton,103,Trust the Man LLC
actor,Erik Knudsen,93,"Lions Gate Films, Got Films, Twisted Pictures, Evolution Entertainment, Saw 2 Productions"
actor,Erik Knudsen,90,Dimension Films
editor,Michael N. Knue,96,New Line Cinema
editor,Michael N. Knue,89,"Universal Pictures, Twisted Pictures, Evolution Entertainment"
editor,Michael N. Knue,110,"DreamWorks, BenderSpink, Parkes+MacDonald Image Nation"
production_designer,Reiko Kobayashi,91,"3rd Street Pictures, Third Street Pictures"
director,Chris Koch,101,"Metro-Goldwyn-Mayer (MGM), David Ladd Films"
actor,Boris Kodjoe,107,Lions Gate Films
actor,David Koechner,94,Apatow Productions
actor,David Koechner,84,Universal Pictures
actor,David Koechner,94,"L.I.F.T. Production, Eden Rock Media"
actor,David Koechner,101,"Metro-Goldwyn-Mayer (MGM), David Ladd Films"
actor,David Koechner,89,"Spyglass Entertainment, Donners' Company, Epsilon Motion Pictures, Touchstone Pictures"
actor,Frederick Koehler,98,"Vision Films, Writers Studio, The, Supernova LLC"
writer,David Koepp,101,"Columbia Pictures Corporation, Teitler Film, Michael De Luca Productions, Radar Pictures"
writer,David Koepp,117,"Paramount Pictures, DreamWorks SKG, Cruise/Wagner Productions, Amblin Entertainment"
writer,David Koepp,96,"Columbia Pictures Corporation, Pariah Entertainment Group, Grand Slam Productions, Mel's Cite du Cinema"
producer,Pamela Koffler,97,"Killer Films, Hart-Sharp Entertainment"
producer,Pamela Koffler,96,"Fox Searchlight Pictures, Catch 23 Entertainment"
production_designer,Rick Kofoed,113,3Mark Entertainment
producer,Dan Kolsrud,95,"Columbia Pictures, Revolution Studios, Cube Vision"
writer,Lawrence Konner,120,"Twentieth Century Fox Film Corporation, Tim Burton Productions, Zanuck Company, The"
producer,Cathy Konrad,84,Konrad Pictures
producer,Cathy Konrad,90,"Konrad Pictures, Columbia Pictures Corporation"
actor,Bernie Kopell,92,"Nu Image Films, North by Northwest Entertainment, Millennium Films"
actor,Neal Kopit,101,Stampede Entertainment
actress,Alix Koromzay,82,"Neo Art & Logic, Dimension Films"
actress,Dina Korzun,108,"Charlie Guidance, Flux Films, High Line Productions, Tiny Dancer Films"
writer,Scott Kosar,98,"New Line Cinema, Next Entertainment, Platinum Dunes, Focus Features, Radar Pictures, Chainsaw Productions LLC"
producer,Geyer Kosinski,101,"Media Talent Group, Möbius Entertainment"
producer,Andrew A. Kosove,119,"DiNovi Pictures, Alcon Entertainment, Alloy Entertainment"
producer,Jasmine Kosovic,91,"Destination Films, Andrea Sperling Productions, Screen Gems, Anonymous Content"
cinematographer,Herb Kossover,94,"Fathom Studios, Electric Eye Entertainment Corporation"
producer,Carol Kottenbrook,90,"Screen Gems, Sony Pictures Entertainment, Egmont Film, Columbia TriStar Home Entertainment"
producer,Oren Koules,116,"New Line Cinema, Burg/Koules Productions, Evolution Entertainment"
actor,Ferenc Kovács,91,Sandstorm Films
actor,Jeroen Krabbé,83,"Columbia Pictures Corporation, Out of the Blue... Entertainment, Happy Madison Productions"
actor,Daamen J. Krall,80,"Twentieth Century Fox Film Corporation, Davis Entertainment, Twentieth Century Fox Animation"
actress,Stepfanie Kramer,98,Brookwell-McNamara Entertainment
director,Wayne Kramer,101,"ContentFilm, Pierce/Williams Entertainment"
writer,Wayne Kramer,101,"ContentFilm, Pierce/Williams Entertainment"
production_designer,Doug Kraner,115,Winkler Films
actor,Fran Kranz,116,"Saturn Films, Scott Free Productions, Rickshaw Productions, Warner Bros., LivePlanet, ImageMovers, HorsePower Entertainment"
actor,Michael Kremko,88,Lions Gate Films
casting_director,Lynn Kressel,107,"Media 8 Entertainment, Empire Films, Alla Prima Productions, Brushwork Pictures"
actor,Thomas Kretschmann,96,"Paramount Pictures, Virtual Studios, Revolution Studios, Saturn Films, Broken Road Productions"
actor,Thomas Kretschmann,94,"Splendid Pictures, Artisan Entertainment, Pierce/Williams Entertainment, John Brister Productions"
actress,Kristin Kreuk,92,"DreamWorks SKG, The Montecito Picture Company, Blue Sea Productions"
writer,Jerzy Kromolowski,124,"Epsilon Motion Pictures, Franchise Pictures, Morgan Creek Productions, Clyde Is Hungry Films, Pledge Productions"
producer,Scott Kroopf,89,"Dimension Films, Focus Features, Good Machine, Radar Pictures"
writer,Ehren Kruger,95,"Dimension Films, Marty Katz Productions, Mojo Films, PK Pictures"
actor,David Krumholtz,104,"Walt Disney Pictures, Outlaw Productions, Boxing Cat Films"
actor,Olek Krupa,106,"Twentieth Century Fox Film Corporation, Davis Entertainment"
cinematographer,Alwin H. Küchler,100,"Miramax Films, Endgame Entertainment, Hart-Sharp Entertainment"
actress,Yûki Kudô,91,New Line Cinema
casting_director,Cassandra Kulukundis,88,New Line Cinema
casting_director,Cassandra Kulukundis,95,"Columbia Pictures, New Line Cinema, Ghoulardi Film Company"
director,Roger Kumble,84,Konrad Pictures
cinematographer,Ellen Kuras,103,Yari Film Group
cinematographer,Ellen Kuras,124,New Line Cinema
cinematographer,Toyomichi Kurita,107,Lions Gate Films
cinematographer,Toyomichi Kurita,106,"Regency Enterprises, Epsilon Motion Pictures, Davis Entertainment, Spirit Dance Entertainment, New Regency Pictures"
actress,Chiaki Kuriyama,111,"Miramax Films, A Band Apart, Super Cool ManChu"
producer,Paul Kurta,95,"Columbia Pictures, Revolution Studios"
writer,Alex Kurtzman,119,"Imagine Entertainment, DreamWorks SKG, Universal Pictures, platinum studios, Reliance Entertainment, Relativity Media, K/O Paper Products, Fairview Entertainment, K/O Camera Toys"
writer,Alex Kurtzman,144,"Paramount Pictures, DreamWorks SKG, Amblin Entertainment, Di Bonaventura Pictures, Platinum Dunes, thinkfilm, SprocketHeads, Hasbro Studios, Revolution Sun Studios"
producer,Alex Kurtzman,119,"Imagine Entertainment, DreamWorks SKG, Universal Pictures, platinum studios, Reliance Entertainment, Relativity Media, K/O Paper Products, Fairview Entertainment, K/O Camera Toys"
actor,Clyde Kusatsu,106,"Epsilon Motion Pictures, Hyde Park Films, Shopgirl, Touchstone Pictures"
actor,Ryan Kwanten,89,"Universal Pictures, Twisted Pictures, Evolution Entertainment"
actress,Kyme,91,"3rd Street Pictures, Third Street Pictures"
casting_director,Jason La Padura,98,Disney Channel
actor,Shia LaBeouf,122,"Lucasfilm, Paramount Pictures"
actor,Shia LaBeouf,106,"Columbia Pictures, Wonderland Sound and Vision, Tall Trees Productions, Flower Films (II)"
actor,Shia LaBeouf,79,"Miramax Films, LivePlanet"
actor,Shia LaBeouf,120,Walt Disney Pictures
actor,Shia LaBeouf,144,"Paramount Pictures, DreamWorks SKG, Amblin Entertainment, Di Bonaventura Pictures, Platinum Dunes, thinkfilm, SprocketHeads, Hasbro Studios, Revolution Sun Studios"
actor,Shia LaBeouf,85,"Columbia Pictures, Sony Pictures Animation"
actor,Shia LaBeouf,117,"Walt Disney Pictures, Chicago Pacific Entertainment, Walden Media, Phoenix Pictures"
actor,Tyler Labine,86,Dimension Films
actor,André Lacoste,103,"Village Roadshow Pictures, Atmosphere Entertainment MM, Warner Bros."
actor,John Lacy,157,"Paramount Pictures, Warner Bros., Phoenix Pictures"
actress,Jordan Ladd,104,"Fox Searchlight Pictures, Broken Lizard Industries, Coconut Pete Productions"
actress,Jordan Ladd,93,"Lions Gate Films, Tonic Films, Down Home Entertainment, Cabin Pictures, Black Sky Entertainment, Deer Path Films"
producer,Andre Lamal,114,"Lakeshore Entertainment, Metro-Goldwyn-Mayer (MGM), Mel's Cite du Cinema"
writer,Ross LaManna,91,New Line Cinema
actor,Adam Lamberg,94,"Walt Disney Pictures, Teen Life Productions"
editor,Robert K. Lambert,89,"Lionsgate, Spectacle Entertainment Group"
casting_director,Ruth Lambert,88,"Playtone, Warner Bros., Legendary Entertainment, DNA Productions"
casting_director,Ruth Lambert,94,"Fathom Studios, Electric Eye Entertainment Corporation"
casting_director,Ruth Lambert,88,Walt Disney Pictures
casting_director,Ruth Lambert,85,"Walt Disney Pictures, Walt Disney Feature Animation"
editor,Sean K. Lambert,89,"Lionsgate, Spectacle Entertainment Group"
producer,David Lancaster,92,"Film Afrika Worldwide, Gemini Films, Motion Picture Corporation of America (MPCA), International West Pictures (IWP)"
editor,Joe Landauer,96,Red Envelope Entertainment
producer,Vincent Landay,101,"Village Roadshow Pictures, Legendary Pictures, Playtone, Wild Things Productions, Warner Bros."
actor,Matt Landers,82,First Independent Pictures
actor,Michael Landes,90,"New Line Cinema, Zide-Perry Productions"
actress,Allison Lange,91,"3rd Street Pictures, Third Street Pictures"
actress,Allison Lange,88,"Peninsula Films, DEJ Productions, Rillington Production"
writer,Kate Lanier,105,Metro-Goldwyn-Mayer (MGM)
producer,Kate Lanier,104,"Twentieth Century Fox Film Corporation, Laurence Mark Productions, Columbia Pictures Corporation, Glitter Productions, Maroon Entertainment"
writer,Kate Lanier,104,"Twentieth Century Fox Film Corporation, Laurence Mark Productions, Columbia Pictures Corporation, Glitter Productions, Maroon Entertainment"
writer,Joe R. Lansdale,92,"MGM, Silver Sphere Corporation"
actor,Rob Lanza,97,"Village Roadshow Pictures, Section Eight, Spring Creek Productions, Warner Bros."
actress,Liza Lapira,123,"Columbia Pictures, Relativity Media"
actor,Vincent Laresca,90,Universal Studios
actor,Vincent Laresca,101,"Media Talent Group, Möbius Entertainment"
actor,Chris Larkin,138,"Universal Pictures, Twentieth Century Fox Film Corporation, Samuel Goldwyn Films, Miramax"
actor,Armand Laroche,120,Walt Disney Pictures
actor,Darrell Larson,98,"Yari Film Group, Stratus Film Co."
production_designer,Eric Larson,101,"Peninsula Films, DEJ Productions, Two Left Shoes Films, Blockbuster Films"
producer,Rick Lashbrook,85,Rick Lashbrook Films
