tconst,primaryTitle,category,averageRating,employee,runtimeMinutes,ProductionCompanies,profit_ratio
tt0280460,The Banger Sisters,actress,6.0,Susan Sarandon,98,Fox Searchlight Pictures,-1
tt0419984,Mr. Woodcock,actress,5.0,Susan Sarandon,87,"Avery Pix, Landscape Entertainment",-1
tt0179098,Moonlight Mile,actress,7.0,Susan Sarandon,117,"Punch Productions, Touchstone Pictures, Hyde Park Entertainment, Reveal Entertainment, Gran Via",0
tt0358135,Shall We Dance?,actress,6.0,Susan Sarandon,106,Miramax Films,2
tt0478134,In the Valley of Elah,actress,7.0,Susan Sarandon,121,"Summit Entertainment, Blackfriars Bridge Films, NALA Films, Samuels Media, Warner Independent Pictures (WIP)",0
tt0368709,Elizabethtown,actress,6.0,Susan Sarandon,123,"Paramount Pictures, Cruise/Wagner Productions, Vinyl Films, KMP Film Invest",0
tt0233469,Collateral Damage,actor,6.0,Arnold Schwarzenegger,108,"David Foster Productions, Bel Air Entertainment, Warner Bros., Hacienda Productions",0
tt0307453,Shark Tale,actor,6.0,Martin Scorsese,90,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation",3
tt0264796,Life as a House,actress,7.0,Kristin Scott Thomas,125,New Line Cinema,-1
tt0196158,Ticker,actor,4.0,Steven Seagal,92,,-1
tt0323531,Out for a Kill,actor,3.0,Steven Seagal,90,,-1
tt0443450,Black Dawn,actor,4.0,Steven Seagal,96,"Andrew Stevens Entertainment, Steamroller Productions, Sony Pictures Home Entertainment",-1
tt0306047,Scary Movie 3,actor,6.0,Charlie Sheen,84,"Dimension Films, Brad Grey Pictures",3
tt0249516,Foodfight!,actor,1.0,Charlie Sheen,91,"Threshold Entertainment, Lions Gate Family Entertainment",0
tt0315824,The Big Bounce,actor,5.0,Charlie Sheen,88,"Shangri-La Entertainment, Material, Taormina Productions",0
tt0441007,Gracie,actress,6.0,Elisabeth Shue,95,"Elevation Filmworks, Ursa Major Films LLC",0
tt0382077,Hide and Seek,actress,6.0,Elisabeth Shue,101,"Twentieth Century Fox Film Corporation, Fox 2000 Pictures, Josephson Entertainment, MBC Beteiligungs Filmproduktion",3
tt0464154,Piranha 3D,actress,6.0,Elisabeth Shue,88,"The Weinstein Company, Atmosphere Entertainment MM, Chako Film Company, Dimension Films, Intellectual Properties Worldwide, Aja / Levasseur Productions",2
tt0441007,Gracie,producer,6.0,Elisabeth Shue,95,"Elevation Filmworks, Ursa Major Films LLC",0
tt0388500,Beauty Shop,actress,6.0,Alicia Silverstone,105,Metro-Goldwyn-Mayer (MGM),0
tt0233142,3000 Miles to Graceland,actor,6.0,Christian Slater,125,"Franchise Pictures, Warner Bros., Morgan Creek Productions",0
tt0248667,Ali,actor,7.0,Will Smith,157,Columbia Pictures Corporation,0
tt0454921,The Pursuit of Happyness,actor,8.0,Will Smith,117,"Columbia Pictures Corporation, Escape Artists, Relativity Media, Overbrook Entertainment",4
tt0448157,Hancock,actor,6.0,Will Smith,92,"Columbia Pictures, Weed Road Pictures, Forward Pass, Relativity Media, Overbrook Entertainment, Blue Light, GH Three",3
tt0307453,Shark Tale,actor,6.0,Will Smith,90,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation",3
tt0386588,Hitch,actor,7.0,Will Smith,118,"Columbia Pictures Corporation, Overbrook Entertainment",4
tt0120912,Men in Black II,actor,6.0,Will Smith,88,"Columbia Pictures, Amblin Entertainment, Columbia Pictures Corporation, Parkes+MacDonald Image Nation",2
tt0172156,Bad Boys II,actor,7.0,Will Smith,147,"Columbia Pictures Corporation, Don Simpson/Jerry Bruckheimer Films",1
tt0348150,Superman Returns,actor,6.0,Kevin Spacey,154,"DC Comics, Legendary Pictures, Warner Bros., Bad Hat Harry Productions",0
tt0478087,21,actor,7.0,Kevin Spacey,123,"Columbia Pictures, Relativity Media",0
tt0181689,Minority Report,director,8.0,Steven Spielberg,145,"DreamWorks SKG, Cruise/Wagner Productions, Amblin Entertainment, Twentieth Century Fox Film Corporation, Blue Tulip Productions, Ronald Shusett/Gary Goldman, Digital Image Associates",2
tt0212720,A.I. Artificial Intelligence,director,7.0,Steven Spielberg,146,"DreamWorks SKG, Amblin Entertainment, Stanley Kubrick Productions, Warner Bros.",1
tt0212720,A.I. Artificial Intelligence,writer,7.0,Steven Spielberg,146,"DreamWorks SKG, Amblin Entertainment, Stanley Kubrick Productions, Warner Bros.",1
tt0264464,Catch Me If You Can,director,8.0,Steven Spielberg,141,"Kemp Company, Splendid Pictures, Parkes/MacDonald Productions",5
tt0418689,Flags of Our Fathers,producer,7.0,Steven Spielberg,135,"DreamWorks SKG, Amblin Entertainment, Malpaso Productions, Warner Bros.",0
tt0160184,Eye See You,actor,5.0,Sylvester Stallone,96,Universal Pictures,0
tt0338459,Spy Kids 3: Game Over,actor,4.0,Sylvester Stallone,84,Dimension Films,4
tt0327554,Catwoman,actress,3.0,Sharon Stone,104,"Village Roadshow Pictures, DiNovi Pictures, Warner Bros., Frantic Films, Maple Shade Films, Catwoman Films",0
tt0266697,Kill Bill: Vol. 1,director,8.0,Quentin Tarantino,111,"Miramax Films, A Band Apart, Super Cool ManChu",5
tt0378194,Kill Bill: Vol. 2,writer,8.0,Quentin Tarantino,137,"Miramax Films, A Band Apart, Super Cool ManChu",4
tt0448157,Hancock,actress,6.0,Charlize Theron,92,"Columbia Pictures, Weed Road Pictures, Forward Pass, Relativity Media, Overbrook Entertainment, Blue Light, GH Three",3
tt0478134,In the Valley of Elah,actress,7.0,Charlize Theron,121,"Summit Entertainment, Blackfriars Bridge Films, NALA Films, Samuels Media, Warner Independent Pictures (WIP)",0
tt0402022,Æon Flux,actress,5.0,Charlize Theron,93,"Paramount Pictures, Lakeshore Entertainment, MTV Films, Colossal Pictures, Valhalla Motion Pictures, MTV Productions",0
tt0395972,North Country,actress,7.0,Charlize Theron,126,"Warner Bros., Participant Media, Nick Wechsler Productions",0
tt0230838,Sweet November,actress,7.0,Charlize Theron,119,"Bel Air Entertainment, Warner Bros.",0
tt0340855,Monster,actress,7.0,Charlize Theron,109,Newmarket Films,6
tt0340855,Monster,producer,7.0,Charlize Theron,109,Newmarket Films,6
tt0378194,Kill Bill: Vol. 2,actress,8.0,Uma Thurman,137,"Miramax Films, A Band Apart, Super Cool ManChu",4
tt0266697,Kill Bill: Vol. 1,actress,8.0,Uma Thurman,111,"Miramax Films, A Band Apart, Super Cool ManChu",5
tt0275719,Tape,actress,7.0,Uma Thurman,86,"The Independent Film Channel Productions, Detour Filmproduction, IFC Productions, InDigEnt (Independent Digital Entertainment), Tape Productions Inc.",3
tt0377471,Be Cool,actress,6.0,Uma Thurman,118,"Double Feature Films, Jersey Films, Nina Saxon Film Design, Metro-Goldwyn-Mayer (MGM)",0
tt0266697,Kill Bill: Vol. 1,writer,8.0,Uma Thurman,111,"Miramax Films, A Band Apart, Super Cool ManChu",5
tt0395251,The Producers,actress,6.0,Uma Thurman,134,"Sony Pictures, Gaumont Columbia Tristar Films",0
tt0338094,The Haunted Mansion,actress,5.0,Jennifer Tilly,88,"Walt Disney Pictures, Gunn Films, Doom Buggy Productions",1
tt0472050,Bart Got a Room,actress,6.0,Jennifer Tilly,80,"Plum Pictures, SHRINK Media Inc., Basra Entertainment",-1
tt0198781,"Monsters, Inc.",actress,8.0,Jennifer Tilly,92,"Walt Disney Pictures, Pixar Animation Studios",3
tt0299172,Home on the Range,actress,5.0,Jennifer Tilly,76,Walt Disney Pictures,0
tt0264395,Basic,actor,6.0,John Travolta,98,"Intermedia Films, Krane Entertainment",0
tt0249478,Domestic Disturbance,actor,6.0,John Travolta,89,Paramount Pictures,0
tt0377471,Be Cool,actor,6.0,John Travolta,118,"Double Feature Films, Jersey Films, Nina Saxon Film Design, Metro-Goldwyn-Mayer (MGM)",0
tt0397892,Bolt,actor,7.0,John Travolta,96,Walt Disney Animation Studios,1
tt0349710,Ladder 49,actor,7.0,John Travolta,115,"Casey Silver Productions, Beacon Communications, Touchstone Pictures, Beacon Pictures, Fantail Films Inc.",0
tt0300051,Jersey Girl,actress,6.0,Liv Tyler,102,"Miramax Films, Beverly Detroit, View Askew Productions, Close Call Films",0
tt0238552,Replicant,actor,5.0,Jean-Claude Van Damme,100,"Artisan Entertainment, 777 Films Corporation, Millennium Films",-1
tt0430105,Four Brothers,actor,7.0,Mark Wahlberg,109,"Paramount Pictures, Di Bonaventura Pictures",1
tt0202470,Rock Star,actor,6.0,Mark Wahlberg,105,"Bel Air Entertainment, Warner Bros., Robert Lawrence Productions, Metal Productions Inc., Maysville Pictures",0
tt0133152,Planet of the Apes,actor,6.0,Mark Wahlberg,120,"Twentieth Century Fox Film Corporation, Tim Burton Productions, Zanuck Company, The",2
tt0454848,Inside Man,actor,8.0,Denzel Washington,129,"Imagine Entertainment, Universal Pictures, 40 Acres & A Mule Filmworks",3
tt0455944,The Equalizer,actor,7.0,Denzel Washington,132,"Columbia Pictures, Village Roadshow Pictures, Escape Artists, Mace Neufeld Productions, LStar Capital, Lonetree Entertainment",2
tt0453467,Deja Vu,actor,7.0,Denzel Washington,126,"Jerry Bruckheimer Films, Scott Free Productions, Touchstone Pictures",1
tt0368008,The Manchurian Candidate,actor,7.0,Denzel Washington,129,"Paramount Pictures, Scott Rudin Productions, Clinica Estetico",0
tt0427309,The Great Debaters,actor,8.0,Denzel Washington,126,"The Weinstein Company, Harpo Films, Marshall Production",1
tt0313443,Out of Time,actor,7.0,Denzel Washington,105,"Original Film, Monarch Pictures, Metro-Goldwyn-Mayer (MGM)",0
tt0477080,Unstoppable,actor,7.0,Denzel Washington,98,"Twentieth Century Fox Film Corporation, Scott Free Productions, Firm Films, Prospect Park, Millbrook Farm Productions",0
tt0251160,John Q,actor,7.0,Denzel Washington,116,"New Line Cinema, Burg/Koules Productions, Evolution Entertainment",1
tt0168786,Antwone Fisher,actor,7.0,Denzel Washington,120,"Fox Searchlight Pictures, Mundy Lane Entertainment",0
tt0168786,Antwone Fisher,director,7.0,Denzel Washington,120,"Fox Searchlight Pictures, Mundy Lane Entertainment",0
tt0168786,Antwone Fisher,producer,7.0,Denzel Washington,120,"Fox Searchlight Pictures, Mundy Lane Entertainment",0
tt0443274,Vantage Point,actress,7.0,Sigourney Weaver,90,"Columbia Pictures, Original Film, Kanzaman, Relativity Media, Art In Motion",2
tt0271219,Tadpole,actress,6.0,Sigourney Weaver,78,"IFC Productions, InDigEnt (Independent Digital Entertainment), Miramax, Dolly Hall Productions",18
tt0125022,Heartbreakers,actress,6.0,Sigourney Weaver,123,"Davis Entertainment, Metro-Goldwyn-Mayer (MGM)",-1
tt0368447,The Village,actress,7.0,Sigourney Weaver,108,"Scott Rudin Productions, Touchstone Pictures, Blinding Edge Pictures",3
tt0311289,Holes,actress,7.0,Sigourney Weaver,117,"Walt Disney Pictures, Chicago Pacific Entertainment, Walden Media, Phoenix Pictures",-1
tt0420609,Infamous,actress,7.0,Sigourney Weaver,110,"Killer Films, Longfellow Pictures, Warner Independent Pictures (WIP), Jack and Henry Productions Inc.",0
tt0473709,The TV Set,actress,7.0,Sigourney Weaver,88,,0
tt0358082,Robots,actor,6.0,Robin Williams,91,"Blue Sky Studios, Twentieth Century Fox Animation",2
tt0278504,Insomnia,actor,7.0,Robin Williams,118,"Section Eight, Alcon Entertainment, Witt/Thomas Productions",1
tt0265459,One Hour Photo,actor,7.0,Robin Williams,96,"Fox Searchlight Pictures, Catch 23 Entertainment",3
tt0426931,August Rush,actor,7.0,Robin Williams,114,"Warner Bros., CJ Entertainment, Southpaw Entertainment",1
tt0401792,Sin City,actor,8.0,Bruce Willis,124,"Dimension Films, Troublemaker Studios, Miramax",2
tt0251114,Hart's War,actor,6.0,Bruce Willis,125,"David Foster Productions, Cheyenne Enterprises, Metro-Goldwyn-Mayer (MGM), David Ladd Films",0
tt0458481,Sin City: A Dame to Kill For,actor,7.0,Bruce Willis,102,"Miramax Films, Troublemaker Studios, AR Films, Aldamisa Entertainment, Demarest Films, Solipsist Film, Residaco",0
tt0314353,Tears of the Sun,actor,7.0,Bruce Willis,121,"Columbia Pictures, Revolution Studios, Cheyenne Enterprises, Michael Lobell Productions",0
tt0327247,The Whole Ten Yards,actor,6.0,Bruce Willis,98,"Cheyenne Enterprises, Franchise Pictures, MHF Zweite Academy Film, Eclipse Catering, Nine Yards Two Productions, Nine Yards Productions",0
tt0327084,Over the Hedge,actor,7.0,Bruce Willis,83,"Pacific Data Images (PDI), DreamWorks Animation",3
tt0457433,Perfect Stranger,actor,6.0,Bruce Willis,109,"Columbia Pictures, Revolution Studios",0
tt0219965,Bandits,actor,7.0,Bruce Willis,123,"Cheyenne Enterprises, Epsilon Motion Pictures, Empire Pictures, Metro-Goldwyn-Mayer (MGM), Hyde Park Entertainment, Baltimore Spring Creek Productions, Lotus Pictures",0
tt0245562,Windtalkers,director,6.0,John Woo,134,"Lion Rock Productions, Metro-Goldwyn-Mayer (MGM)",0
tt0423294,Surf's Up,actor,7.0,James Woods,85,"Columbia Pictures, Sony Pictures Animation",0
tt0200027,Riding in Cars with Boys,actor,7.0,James Woods,132,Columbia Pictures,0
tt0352248,Cinderella Man,actress,8.0,Renée Zellweger,144,"Miramax Films, Imagine Entertainment, Universal Pictures, Parkway Pictures (I), Touchstone Pictures",0
tt0299658,Chicago,actress,7.0,Renée Zellweger,113,"Miramax Films, Producers Circle, Storyline Entertainment",5
tt0389790,Bee Movie,actress,6.0,Renée Zellweger,91,"Pacific Data Images (PDI), DreamWorks Animation, Columbus 81 Productions",0
tt0307453,Shark Tale,actress,6.0,Renée Zellweger,90,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation",3
tt0264472,Changing Lanes,actor,7.0,Ben Affleck,98,Paramount Pictures,1
tt0164184,The Sum of All Fears,actor,7.0,Ben Affleck,124,"Paramount Pictures, Mace Neufeld Productions, MFP Munich Film Partners GmbH & Company I. Produktions KG, S.O.A.F. Productions, Mel's Cite du Cinema",1
tt0252028,Surviving Christmas,actor,6.0,Ben Affleck,91,"DreamWorks SKG, LivePlanet, Tall Trees Productions",0
tt0213149,Pearl Harbor,actor,6.0,Ben Affleck,183,"Jerry Bruckheimer Films, Touchstone Pictures",2
tt0287978,Daredevil,actor,5.0,Ben Affleck,103,"Twentieth Century Fox Film Corporation, Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures, Marvel Enterprises",1
tt0299930,Gigli,actor,3.0,Ben Affleck,121,"City Light Films, Revolution Studios, Casey Silver Productions",0
tt0300051,Jersey Girl,actor,6.0,Ben Affleck,102,"Miramax Films, Beverly Detroit, View Askew Productions, Close Call Films",0
tt0361596,Fahrenheit 9/11,archive_footage,8.0,Ben Affleck,122,"BIM Distribuzione, Fellowship Adventure Group",18
tt0338751,The Aviator,actor,8.0,Alan Alda,170,"Miramax Films, Appian Way, Forward Pass, Cappa Productions, Warner Bros., Initial Entertainment Group (IEG), IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Mel's Cite du Cinema",0
tt0471042,Tower Heist,actor,6.0,Alan Alda,104,"Universal Pictures, Image Entertainment, Relativity Media, Rat Entertainment",1
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,actress,6.0,Karen Allen,122,"Lucasfilm, Paramount Pictures",3
tt0247425,In the Bedroom,actress,7.0,Karen Allen,131,"Miramax Films, GreeneStreet/SKE Films",-1
tt0247638,The Princess Diaries,actress,6.0,Julie Andrews,115,"Walt Disney Pictures, BrownHouse Productions, Bottom of the Ninth Productions",3
tt0298148,Shrek 2,actress,7.0,Julie Andrews,93,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation",5
tt0368933,The Princess Diaries 2: Royal Engagement,actress,6.0,Julie Andrews,113,Walt Disney Pictures,1
tt0413267,Shrek the Third,actress,6.0,Julie Andrews,93,"DreamWorks SKG, DreamWorks Animation",3
tt0331933,Man of the House,actress,6.0,Anne Archer,100,"Revolution Studios, Bel Air Entertainment",-1
tt0449059,Little Miss Sunshine,actor,8.0,Alan Arkin,101,"Fox Searchlight Pictures, Bona Fide Productions, Big Beach Films",11
tt0424774,The Adventures of Sharkboy and Lavagirl 3-D,actor,4.0,David Arquette,93,Troublemaker Studios,0
tt0233142,3000 Miles to Graceland,actor,6.0,David Arquette,125,"Franchise Pictures, Warner Bros., Morgan Creek Productions",0
tt0354766,Never Die Alone,actor,6.0,David Arquette,88,"ContentFilm, Visionbox Pictures, White Orchid Films, Fearon Entertainment, Bloodline Films",0
tt0201394,The Shrink Is In,actor,5.0,David Arquette,92,,-1
tt0377057,Elvis Has Left the Building,actor,5.0,Sean Astin,90,"Capitol Films, Equity Pictures Medienfonds GmbH & Co. KG",-1
tt0343660,50 First Dates,actor,7.0,Sean Astin,99,"Columbia Pictures Corporation, Happy Madison Productions, Anonymous Content, Flower Films (II)",1
tt0409034,Marilyn Hotchkiss' Ballroom Dancing & Charm School,actor,7.0,Sean Astin,103,Shoreline Entertainment,-1
tt0389860,Click,actor,6.0,Sean Astin,107,"Original Film, Columbia Pictures Corporation, Revolution Studios, Happy Madison Productions",1
tt0121765,Star Wars: Episode II - Attack of the Clones,actress,7.0,Pernilla August,142,Lucasfilm,4
tt0462538,The Simpsons Movie,actor,7.0,Hank Azaria,87,"Gracie Films, Twentieth Century Fox Film Corporation",6
tt0343135,Along Came Polly,actor,6.0,Hank Azaria,90,"Jersey Films, Loofah Productions",3
tt0472181,The Smurfs,actor,5.0,Hank Azaria,103,"Columbia Pictures, Sony Pictures Animation, Kerner Entertainment Company",4
tt0281680,"The Bread, My Sweet",actor,7.0,Scott Baio,105,,0
tt0283084,Tuck Everlasting,actor,7.0,Scott Bairstow,90,Walt Disney Pictures,0
tt0247645,The Quickie,actress,6.0,Brenda Bakke,99,"Pandora Filmproduktion, Flach Films, Pyramide Films, Portman Film, Pendragon Pictures",-1
tt0330181,Gacy,actor,5.0,Adam Baldwin,88,"Peninsula Films, DEJ Productions, Rillington Production",-1
tt0379786,Serenity,actor,8.0,Adam Baldwin,119,"Universal Pictures, Barry Mendel Productions",0
tt0369441,Fun with Dick and Jane,actor,6.0,Alec Baldwin,90,"Imagine Entertainment, Columbia Pictures Corporation, JC 23 Entertainment",1
tt0283503,Brooklyn Rules,actor,6.0,Alec Baldwin,99,City Light Films,0
tt0318374,The Cooler,actor,7.0,Alec Baldwin,101,"ContentFilm, Pierce/Williams Entertainment",-1
tt0343737,The Good Shepherd,actor,7.0,Alec Baldwin,167,"Universal Pictures, American Zoetrope, Morgan Creek Productions",0
tt0363780,Lymelife,actor,7.0,Alec Baldwin,95,"Cappa Productions, Bartlett Films, Cappa Defina Productions, El Dorado Pictures",-1
tt0368709,Elizabethtown,actor,6.0,Alec Baldwin,123,"Paramount Pictures, Cruise/Wagner Productions, Vinyl Films, KMP Film Invest",0
tt0213149,Pearl Harbor,actor,6.0,Alec Baldwin,183,"Jerry Bruckheimer Films, Touchstone Pictures",2
tt0239395,Cats & Dogs,actor,5.0,Alec Baldwin,87,"Village Roadshow Pictures, NPV Entertainment, Mad Chance, Zide-Perry Productions, Warner Bros., BenderSpink",0
tt0343135,Along Came Polly,actor,6.0,Alec Baldwin,90,"Jersey Films, Loofah Productions",3
tt0338751,The Aviator,actor,8.0,Alec Baldwin,170,"Miramax Films, Appian Way, Forward Pass, Cappa Productions, Warner Bros., Initial Entertainment Group (IEG), IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Mel's Cite du Cinema",0
tt0367089,The Squid and the Whale,actor,7.0,William Baldwin,81,"Destination Films, Samuel Goldwyn Films, Sony Pictures International",6
tt0368794,I'm Not There,actor,7.0,Christian Bale,135,"Endgame Entertainment, Rising Star, Killer Films, John Wells Productions, Dreamachine, Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I), Grey Water Park Productions, John Goldwyn Productions, Wells Productions",0
tt0238380,Equilibrium,actor,7.0,Christian Bale,107,"Dimension Films, Blue Tulip Productions",0
tt0462504,Rescue Dawn,actor,7.0,Christian Bale,125,Metro-Goldwyn-Mayer (MGM),0
tt0381849,3:10 to Yuma,actor,8.0,Christian Bale,122,"Tree Line Films, Lionsgate, Relativity Media, Yuma",0
tt0433387,Harsh Times,actor,7.0,Christian Bale,116,The Weinstein Company,1
tt0402399,The New World,actor,7.0,Christian Bale,135,"New Line Cinema, First Foot Films, Sunflower Productions, Sarah Green Film, The Virginia Company LLC",0
tt0244970,Someone Like You,actress,6.0,Ellen Barkin,97,"Fox 2000 Pictures, Lynda Obst Productions",-1
tt0384533,She Hate Me,actress,5.0,Ellen Barkin,138,40 Acres & A Mule Filmworks,0
tt0396555,Meet the Robinsons,actress,7.0,Angela Bassett,95,"Walt Disney Pictures, Walt Disney Animation Studios",0
tt0339412,Mr. 3000,actress,6.0,Angela Bassett,104,Touchstone Pictures,0
tt0437800,Akeelah and the Bee,actress,7.0,Angela Bassett,112,"Lions Gate Films, 2929 Productions, Out of the Blue... Entertainment, Starbucks Entertainment, Cinema Gypsy Productions",1
tt0238380,Equilibrium,actor,7.0,Sean Bean,107,"Dimension Films, Blue Tulip Productions",0
tt0368891,National Treasure,actor,7.0,Sean Bean,131,"Walt Disney Pictures, Jerry Bruckheimer Films, Saturn Films, Junction Entertainment",2
tt0455960,The Hitcher,actor,6.0,Sean Bean,84,"Intrepid Pictures, Focus Films, Platinum Dunes",1
tt0399201,The Island,actor,7.0,Sean Bean,136,"DreamWorks SKG, Warner Bros., Parkes/MacDonald Productions",0
tt0408790,Flightplan,actor,6.0,Sean Bean,98,"Imagine Entertainment, Touchstone Pictures",3
tt0395972,North Country,actor,7.0,Sean Bean,126,"Warner Bros., Participant Media, Nick Wechsler Productions",0
tt0338751,The Aviator,actress,8.0,Kate Beckinsale,170,"Miramax Films, Appian Way, Forward Pass, Cappa Productions, Warner Bros., Initial Entertainment Group (IEG), IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Mel's Cite du Cinema",0
tt0452702,Vacancy,actress,6.0,Kate Beckinsale,85,"Screen Gems, Hal Lieberman Company",0
tt0240890,Serendipity,actress,7.0,Kate Beckinsale,90,"Miramax Films, Tapestry Films, Simon Fields Productions",1
tt0389860,Click,actress,6.0,Kate Beckinsale,107,"Original Film, Columbia Pictures Corporation, Revolution Studios, Happy Madison Productions",1
tt0213149,Pearl Harbor,actress,6.0,Kate Beckinsale,183,"Jerry Bruckheimer Films, Touchstone Pictures",2
tt0401855,Underworld: Evolution,actress,7.0,Kate Beckinsale,106,"Lakeshore Entertainment, Screen Gems",1
tt0338450,Sniper 2,actor,5.0,Tom Berenger,91,Sandstorm Films,-1
tt0160184,Eye See You,actor,5.0,Tom Berenger,96,Universal Pictures,0
tt0256415,Sweet Home Alabama,actress,6.0,Candice Bergen,108,Touchstone Pictures,5
tt0157472,Clockstoppers,actor,5.0,Michael Biehn,94,"Paramount Pictures, Nickelodeon Movies, Valhalla Motion Pictures",0
tt0387059,Bee Season,actress,6.0,Juliette Binoche,104,,0
tt0345551,Latter Days,actress,7.0,Jacqueline Bisset,107,TLA Releasing,0
tt0133152,Planet of the Apes,actress,6.0,Helena Bonham Carter,120,"Twentieth Century Fox Film Corporation, Tim Burton Productions, Zanuck Company, The",2
tt0234354,Novocaine,actress,6.0,Helena Bonham Carter,95,Numb Gums Production Inc.,0
tt0121164,Corpse Bride,actress,7.0,Helena Bonham Carter,77,"Warner Bros., Tim Burton Productions, Laika Entertainment, Patalex Productions",1
tt0319061,Big Fish,actress,8.0,Helena Bonham Carter,125,"Columbia Pictures, The Zanuck Company, Jinks/Cohen Company, Tim Burton Productions",0
tt0411061,88 Minutes,actress,6.0,Amy Brenneman,108,"TriStar Pictures, Nu Image Entertainment, Brightlight Pictures",0
tt0411323,Downloading Nancy,actress,6.0,Amy Brenneman,102,"World Premiere Entertainment, Tule River Films",-1
tt0423294,Surf's Up,actor,7.0,Jeff Bridges,85,"Columbia Pictures, Sony Pictures Animation",0
tt0329575,Seabiscuit,actor,7.0,Jeff Bridges,140,"Universal Pictures, Spyglass Entertainment, The Kennedy/Marshall Company, DreamWorks Pictures, Touchstone Pictures",0
tt0435651,The Giver,actor,6.0,Jeff Bridges,97,"The Weinstein Company, Walden Media, Tonik Productions, Asis Productions",1
tt0371746,Iron Man,actor,8.0,Jeff Bridges,126,"Paramount Pictures, Marvel Studios",3
tt0358082,Robots,actor,6.0,Mel Brooks,91,"Blue Sky Studios, Twentieth Century Fox Animation",2
tt0409847,Cowboys & Aliens,actor,6.0,Clancy Brown,119,"Imagine Entertainment, DreamWorks SKG, Universal Pictures, platinum studios, Reliance Entertainment, Relativity Media, K/O Paper Products, Fairview Entertainment, K/O Camera Toys",0
tt0406816,The Guardian,actor,7.0,Clancy Brown,139,"Contrafilm, Firm Films, Touchstone Pictures, Beacon Pictures, Eyetronics",0
tt0445939,The Burrowers,actor,6.0,Clancy Brown,96,Blue Star Pictures,-1
tt0446013,Pathfinder,actor,5.0,Clancy Brown,99,"Twentieth Century Fox Film Corporation, Dune Entertainment, Major Studio Partners, Phoenix Pictures",0
tt0345950,The SpongeBob SquarePants Movie,actor,7.0,Clancy Brown,87,"Paramount Pictures, Nickelodeon Movies, United Plankton Pictures",3
tt0121164,Corpse Bride,director,7.0,Tim Burton,77,"Warner Bros., Tim Burton Productions, Laika Entertainment, Patalex Productions",1
tt0133152,Planet of the Apes,director,6.0,Tim Burton,120,"Twentieth Century Fox Film Corporation, Tim Burton Productions, Zanuck Company, The",2
tt0319061,Big Fish,director,8.0,Tim Burton,125,"Columbia Pictures, The Zanuck Company, Jinks/Cohen Company, Tim Burton Productions",0
tt0390336,Overnight,archive_footage,7.0,Emmanuelle Béart,82,"Ether Films, Ronnoco Productions, black & white pictures, tony montana films",-1
tt0374536,Bewitched,actor,5.0,Michael Caine,102,"Columbia Pictures Corporation, Red Wagon Entertainment, Bewitched",0
tt0295178,Austin Powers in Goldmember,actor,6.0,Michael Caine,94,"New Line Cinema, Eric's Boy, Team Todd, Moving Pictures, Gratitude International",3
tt0258068,The Quiet American,actor,7.0,Michael Caine,101,"Miramax Films, Intermedia Films, Mirage Enterprises",0
tt0261983,Session 9,actor,6.0,David Caruso,97,"October Films, USA Films, Scout Productions",0
tt0275022,Crossroads,actress,4.0,Kim Cattrall,93,"Paramount Pictures, MTV Films",4
tt0377092,Mean Girls,actress,7.0,Lacey Chabert,97,"Paramount Pictures, Broadway Video, M.G. Films",6
tt0282120,The Wild Thornberrys,actress,6.0,Lacey Chabert,85,"Paramount Pictures, Nickelodeon Movies, Paramount Animation",-1
tt0317303,Daddy Day Care,actress,6.0,Lacey Chabert,92,"Columbia Pictures, Revolution Studios, Davis Entertainment",1
tt0441773,Kung Fu Panda,actor,8.0,Jackie Chan,92,DreamWorks Animation,3
tt0266915,Rush Hour 2,actor,7.0,Jackie Chan,90,New Line Cinema,2
tt0293564,Rush Hour 3,actor,6.0,Jackie Chan,91,New Line Cinema,0
tt0417001,Must Love Dogs,actress,6.0,Stockard Channing,98,"Team Todd, Warner Bros., Ubu Productions",0
tt0383060,Zoom,actor,4.0,Chevy Chase,83,"Columbia Pictures, Revolution Studios",0
tt0367479,After the Sunset,actor,6.0,Don Cheadle,97,"New Line Cinema, Contrafilm, Firm Films",0
tt0338466,Stuck on You,actress,6.0,Cher,118,"Twentieth Century Fox Film Corporation, Conundrum Entertainment",0
tt0245803,Bulletproof Monk,actor,6.0,Chow Yun-Fat,104,Metro-Goldwyn-Mayer (MGM),-1
tt0327162,The Stepford Wives,actress,5.0,Glenn Close,93,"Paramount Pictures, De Line Pictures, DreamWorks Pictures",0
tt0443536,Hoodwinked!,actress,7.0,Glenn Close,80,"The Weinstein Company, Kanbar Entertainment, Blue Yonder Films",2
